\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2011,,,
Date,Hour,Market Demand,Ontario Demand
2011-01-01,1,16468,13369
2011-01-01,2,16034,12883
2011-01-01,3,15678,12436
2011-01-01,4,15311,12141
2011-01-01,5,15284,11856
2011-01-01,6,15281,11835
2011-01-01,7,15087,12051
2011-01-01,8,15467,12614
2011-01-01,9,16029,12906
2011-01-01,10,16300,13383
2011-01-01,11,17075,13990
2011-01-01,12,17654,14565
2011-01-01,13,17890,14972
2011-01-01,14,17905,14998
2011-01-01,15,18018,15024
2011-01-01,16,17951,15051
2011-01-01,17,18279,15657
2011-01-01,18,18538,16338
2011-01-01,19,18333,16027
2011-01-01,20,18263,15688
2011-01-01,21,18655,15356
2011-01-01,22,18700,14969
2011-01-01,23,17475,14375
2011-01-01,24,16820,13686
2011-01-02,1,16036,13087
2011-01-02,2,15805,12569
2011-01-02,3,15576,12361
2011-01-02,4,15431,12309
2011-01-02,5,15428,12355
2011-01-02,6,15474,12560
2011-01-02,7,15713,13023
2011-01-02,8,16447,13568
2011-01-02,9,17402,14218
2011-01-02,10,17483,14959
2011-01-02,11,17782,15535
2011-01-02,12,17693,16039
2011-01-02,13,18154,16260
2011-01-02,14,17980,16218
2011-01-02,15,18499,16149
2011-01-02,16,18263,16421
2011-01-02,17,18486,17377
2011-01-02,18,19950,18509
2011-01-02,19,20499,18453
2011-01-02,20,20104,18117
2011-01-02,21,19374,17672
2011-01-02,22,18561,17113
2011-01-02,23,17850,16389
2011-01-02,24,17541,15388
2011-01-03,1,16667,14676
2011-01-03,2,16389,14221
2011-01-03,3,16238,13977
2011-01-03,4,16405,13879
2011-01-03,5,16670,13977
2011-01-03,6,16842,14667
2011-01-03,7,17676,15909
2011-01-03,8,18839,16820
2011-01-03,9,19429,17325
2011-01-03,10,20184,17646
2011-01-03,11,20137,17857
2011-01-03,12,20413,17896
2011-01-03,13,20330,17793
2011-01-03,14,20322,17755
2011-01-03,15,20106,17751
2011-01-03,16,20106,17906
2011-01-03,17,20910,18816
2011-01-03,18,22640,20122
2011-01-03,19,22762,19707
2011-01-03,20,22209,19360
2011-01-03,21,21490,18841
2011-01-03,22,20469,18000
2011-01-03,23,18929,17038
2011-01-03,24,17810,15767
2011-01-04,1,17260,14928
2011-01-04,2,16876,14490
2011-01-04,3,16839,14316
2011-01-04,4,16773,14333
2011-01-04,5,17133,14481
2011-01-04,6,17281,15236
2011-01-04,7,18639,16716
2011-01-04,8,19991,18017
2011-01-04,9,20497,18318
2011-01-04,10,20260,18318
2011-01-04,11,20392,18334
2011-01-04,12,20154,18294
2011-01-04,13,19555,18198
2011-01-04,14,19492,18012
2011-01-04,15,19583,17971
2011-01-04,16,20103,18343
2011-01-04,17,21194,19225
2011-01-04,18,22343,20183
2011-01-04,19,22326,20067
2011-01-04,20,21820,19561
2011-01-04,21,21504,19111
2011-01-04,22,21095,18508
2011-01-04,23,19616,17373
2011-01-04,24,17906,16063
2011-01-05,1,17093,15285
2011-01-05,2,16944,14747
2011-01-05,3,17472,14650
2011-01-05,4,17461,14646
2011-01-05,5,17850,14775
2011-01-05,6,17891,15432
2011-01-05,7,18844,16951
2011-01-05,8,20553,18351
2011-01-05,9,20707,18501
2011-01-05,10,20711,18510
2011-01-05,11,20830,18563
2011-01-05,12,20603,18459
2011-01-05,13,20915,18291
2011-01-05,14,20589,18258
2011-01-05,15,20528,18134
2011-01-05,16,20414,18439
2011-01-05,17,21549,19323
2011-01-05,18,23593,20639
2011-01-05,19,23756,20649
2011-01-05,20,23513,20312
2011-01-05,21,22688,19712
2011-01-05,22,22048,18996
2011-01-05,23,20621,17837
2011-01-05,24,18855,16573
2011-01-06,1,17743,15657
2011-01-06,2,17197,15295
2011-01-06,3,16841,15122
2011-01-06,4,16579,15163
2011-01-06,5,16862,15239
2011-01-06,6,17681,15934
2011-01-06,7,19919,17221
2011-01-06,8,21891,18643
2011-01-06,9,21596,18882
2011-01-06,10,21786,18808
2011-01-06,11,21394,18868
2011-01-06,12,20952,18918
2011-01-06,13,21095,19009
2011-01-06,14,21419,19135
2011-01-06,15,20948,19014
2011-01-06,16,21344,19289
2011-01-06,17,22451,20075
2011-01-06,18,23687,21010
2011-01-06,19,24080,20951
2011-01-06,20,23416,20592
2011-01-06,21,22645,20083
2011-01-06,22,20966,19171
2011-01-06,23,19495,18030
2011-01-06,24,17740,16712
2011-01-07,1,17118,15685
2011-01-07,2,16575,15301
2011-01-07,3,16520,15111
2011-01-07,4,16475,15152
2011-01-07,5,16639,15317
2011-01-07,6,17680,15967
2011-01-07,7,18972,17216
2011-01-07,8,20584,18444
2011-01-07,9,20606,18878
2011-01-07,10,20408,18846
2011-01-07,11,20023,18959
2011-01-07,12,19356,18765
2011-01-07,13,19077,18633
2011-01-07,14,19894,18624
2011-01-07,15,20032,18548
2011-01-07,16,20348,18895
2011-01-07,17,21185,19341
2011-01-07,18,22887,20342
2011-01-07,19,23147,20478
2011-01-07,20,22578,20022
2011-01-07,21,21795,19495
2011-01-07,22,20415,18852
2011-01-07,23,19087,17836
2011-01-07,24,17359,16666
2011-01-08,1,16659,15750
2011-01-08,2,16230,15186
2011-01-08,3,15921,14867
2011-01-08,4,16031,14817
2011-01-08,5,16094,14881
2011-01-08,6,16372,14978
2011-01-08,7,17187,15529
2011-01-08,8,18127,16437
2011-01-08,9,18904,17039
2011-01-08,10,19336,17698
2011-01-08,11,19884,17931
2011-01-08,12,19763,17942
2011-01-08,13,19162,17790
2011-01-08,14,18556,17429
2011-01-08,15,18355,17224
2011-01-08,16,18616,17397
2011-01-08,17,19116,18099
2011-01-08,18,21188,19507
2011-01-08,19,21216,19519
2011-01-08,20,20986,18881
2011-01-08,21,20432,18401
2011-01-08,22,19298,17875
2011-01-08,23,18594,17058
2011-01-08,24,17395,16199
2011-01-09,1,17024,15475
2011-01-09,2,16816,14912
2011-01-09,3,16444,14591
2011-01-09,4,16483,14493
2011-01-09,5,16462,14458
2011-01-09,6,16893,14707
2011-01-09,7,17155,15126
2011-01-09,8,17667,15757
2011-01-09,9,18083,16338
2011-01-09,10,18625,16774
2011-01-09,11,19047,17085
2011-01-09,12,18817,17294
2011-01-09,13,18894,17284
2011-01-09,14,18626,17160
2011-01-09,15,18415,16988
2011-01-09,16,18510,17152
2011-01-09,17,19426,18136
2011-01-09,18,21330,19729
2011-01-09,19,22416,19863
2011-01-09,20,21560,19444
2011-01-09,21,21009,19040
2011-01-09,22,20004,18333
2011-01-09,23,18935,17363
2011-01-09,24,17191,16330
2011-01-10,1,16959,15596
2011-01-10,2,16589,15269
2011-01-10,3,16513,15159
2011-01-10,4,16501,15172
2011-01-10,5,16797,15368
2011-01-10,6,18022,16143
2011-01-10,7,20197,17710
2011-01-10,8,21759,19264
2011-01-10,9,21930,19455
2011-01-10,10,21671,19404
2011-01-10,11,21912,19408
2011-01-10,12,21722,19287
2011-01-10,13,21446,19129
2011-01-10,14,21421,18975
2011-01-10,15,21341,18854
2011-01-10,16,21496,18852
2011-01-10,17,22031,19732
2011-01-10,18,23083,21032
2011-01-10,19,23322,21185
2011-01-10,20,23036,20638
2011-01-10,21,22658,20224
2011-01-10,22,21681,19464
2011-01-10,23,20139,18234
2011-01-10,24,18482,16908
2011-01-11,1,17670,16002
2011-01-11,2,17513,15845
2011-01-11,3,17370,15664
2011-01-11,4,17118,15525
2011-01-11,5,17101,15758
2011-01-11,6,18180,16412
2011-01-11,7,20090,17797
2011-01-11,8,22173,19321
2011-01-11,9,22186,19609
2011-01-11,10,22097,19553
2011-01-11,11,22472,19568
2011-01-11,12,22059,19503
2011-01-11,13,22042,19320
2011-01-11,14,22207,19211
2011-01-11,15,22013,19142
2011-01-11,16,22442,19361
2011-01-11,17,23289,20154
2011-01-11,18,24893,21218
2011-01-11,19,24761,21188
2011-01-11,20,24350,20800
2011-01-11,21,23413,20278
2011-01-11,22,22082,19530
2011-01-11,23,20502,18333
2011-01-11,24,18609,17166
2011-01-12,1,17405,16316
2011-01-12,2,17147,15872
2011-01-12,3,17196,15682
2011-01-12,4,17449,15635
2011-01-12,5,17429,15774
2011-01-12,6,18156,16387
2011-01-12,7,20224,17771
2011-01-12,8,21936,19149
2011-01-12,9,22239,19402
2011-01-12,10,21976,19448
2011-01-12,11,22196,19559
2011-01-12,12,22291,19628
2011-01-12,13,21554,19457
2011-01-12,14,21019,19252
2011-01-12,15,20543,19266
2011-01-12,16,20635,19398
2011-01-12,17,21960,20184
2011-01-12,18,23643,21236
2011-01-12,19,24351,21264
2011-01-12,20,24352,20768
2011-01-12,21,23555,20404
2011-01-12,22,23205,19813
2011-01-12,23,21245,18544
2011-01-12,24,18515,17201
2011-01-13,1,17392,16338
2011-01-13,2,16796,15852
2011-01-13,3,16830,15626
2011-01-13,4,16878,15549
2011-01-13,5,17608,15679
2011-01-13,6,18830,16380
2011-01-13,7,20499,17773
2011-01-13,8,22126,19299
2011-01-13,9,22682,19738
2011-01-13,10,22629,19608
2011-01-13,11,22543,19628
2011-01-13,12,22404,19500
2011-01-13,13,21824,19298
2011-01-13,14,21636,19177
2011-01-13,15,21137,19115
2011-01-13,16,21731,19172
2011-01-13,17,22724,19852
2011-01-13,18,23612,20883
2011-01-13,19,23659,21031
2011-01-13,20,23373,20657
2011-01-13,21,23319,20254
2011-01-13,22,22371,19559
2011-01-13,23,20604,18342
2011-01-13,24,18134,17120
2011-01-14,1,17261,16185
2011-01-14,2,16412,15864
2011-01-14,3,16816,15607
2011-01-14,4,16440,15653
2011-01-14,5,17211,15616
2011-01-14,6,18159,16455
2011-01-14,7,19885,17880
2011-01-14,8,22103,19148
2011-01-14,9,22330,19517
2011-01-14,10,22348,19412
2011-01-14,11,22004,19289
2011-01-14,12,21247,18958
2011-01-14,13,20512,18777
2011-01-14,14,20757,18502
2011-01-14,15,20095,18454
2011-01-14,16,20773,18639
2011-01-14,17,21827,19306
2011-01-14,18,23246,20275
2011-01-14,19,24029,20371
2011-01-14,20,23692,19974
2011-01-14,21,22876,19548
2011-01-14,22,21369,18800
2011-01-14,23,20155,17734
2011-01-14,24,18063,16677
2011-01-15,1,17567,15809
2011-01-15,2,17186,15300
2011-01-15,3,16999,14939
2011-01-15,4,16841,14873
2011-01-15,5,17034,15090
2011-01-15,6,17780,15171
2011-01-15,7,18251,15871
2011-01-15,8,19001,16599
2011-01-15,9,19865,17288
2011-01-15,10,20158,17931
2011-01-15,11,20055,18345
2011-01-15,12,19935,18625
2011-01-15,13,19390,18409
2011-01-15,14,19298,18113
2011-01-15,15,19104,17870
2011-01-15,16,19230,17935
2011-01-15,17,19836,18349
2011-01-15,18,20657,19324
2011-01-15,19,20928,19529
2011-01-15,20,20039,18817
2011-01-15,21,19551,18271
2011-01-15,22,18831,17691
2011-01-15,23,18117,16867
2011-01-15,24,17218,16041
2011-01-16,1,16650,15453
2011-01-16,2,16342,14900
2011-01-16,3,16278,14622
2011-01-16,4,16461,14475
2011-01-16,5,16577,14422
2011-01-16,6,16629,14706
2011-01-16,7,16952,15130
2011-01-16,8,17062,15817
2011-01-16,9,17582,16456
2011-01-16,10,18072,17097
2011-01-16,11,18958,17457
2011-01-16,12,18932,17675
2011-01-16,13,18717,17766
2011-01-16,14,18678,17528
2011-01-16,15,18838,17401
2011-01-16,16,19316,17605
2011-01-16,17,20392,18718
2011-01-16,18,21987,20135
2011-01-16,19,22449,20450
2011-01-16,20,21987,19883
2011-01-16,21,21346,19428
2011-01-16,22,20541,18847
2011-01-16,23,19284,17885
2011-01-16,24,18457,16966
2011-01-17,1,17806,16210
2011-01-17,2,17230,15935
2011-01-17,3,17250,15862
2011-01-17,4,17598,15935
2011-01-17,5,18302,16316
2011-01-17,6,18928,17098
2011-01-17,7,20843,18551
2011-01-17,8,22605,20096
2011-01-17,9,22996,20343
2011-01-17,10,22765,20276
2011-01-17,11,22655,20334
2011-01-17,12,22482,20220
2011-01-17,13,21924,20036
2011-01-17,14,21532,19737
2011-01-17,15,21220,19482
2011-01-17,16,21299,19603
2011-01-17,17,21817,20414
2011-01-17,18,23173,21524
