\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2013,,,
Date,Hour,Market Demand,Ontario Demand
2013-01-01,1,17092,14527
2013-01-01,2,16770,14033
2013-01-01,3,16483,13776
2013-01-01,4,16233,13573
2013-01-01,5,16070,13498
2013-01-01,6,15938,13636
2013-01-01,7,16137,13990
2013-01-01,8,16134,14248
2013-01-01,9,16289,14470
2013-01-01,10,16553,14925
2013-01-01,11,16768,15210
2013-01-01,12,16982,15418
2013-01-01,13,17153,15555
2013-01-01,14,17315,15502
2013-01-01,15,17415,15545
2013-01-01,16,17716,15725
2013-01-01,17,18316,16708
2013-01-01,18,19596,18101
2013-01-01,19,20134,18364
2013-01-01,20,19766,17932
2013-01-01,21,19346,17708
2013-01-01,22,18695,17160
2013-01-01,23,17580,16290
2013-01-01,24,16899,15436
2013-01-02,1,16418,14762
2013-01-02,2,16096,14168
2013-01-02,3,16397,14053
2013-01-02,4,16493,14024
2013-01-02,5,16770,14154
2013-01-02,6,17157,14927
2013-01-02,7,18254,16043
2013-01-02,8,19602,17257
2013-01-02,9,19886,17690
2013-01-02,10,20421,18029
2013-01-02,11,20888,18258
2013-01-02,12,20932,18353
2013-01-02,13,21274,18366
2013-01-02,14,21571,18412
2013-01-02,15,21388,18310
2013-01-02,16,21455,18504
2013-01-02,17,22250,19317
2013-01-02,18,23200,20573
2013-01-02,19,23501,20712
2013-01-02,20,23032,20363
2013-01-02,21,22614,20034
2013-01-02,22,21559,19459
2013-01-02,23,20343,18188
2013-01-02,24,18865,17010
2013-01-03,1,17838,16103
2013-01-03,2,17237,15543
2013-01-03,3,17057,15296
2013-01-03,4,16986,15209
2013-01-03,5,17363,15346
2013-01-03,6,18505,16050
2013-01-03,7,19631,16831
2013-01-03,8,21135,18119
2013-01-03,9,21542,18456
2013-01-03,10,21864,18821
2013-01-03,11,22304,19020
2013-01-03,12,22137,19164
2013-01-03,13,21786,19087
2013-01-03,14,21105,18900
2013-01-03,15,20967,18807
2013-01-03,16,20912,18829
2013-01-03,17,21613,19341
2013-01-03,18,23505,20645
2013-01-03,19,23647,20532
2013-01-03,20,23336,20239
2013-01-03,21,22938,19799
2013-01-03,22,21601,18973
2013-01-03,23,19945,17766
2013-01-03,24,18288,16500
2013-01-04,1,17560,15609
2013-01-04,2,17151,14967
2013-01-04,3,17360,14760
2013-01-04,4,17356,14666
2013-01-04,5,17680,14788
2013-01-04,6,18133,15235
2013-01-04,7,18984,16153
2013-01-04,8,20340,17301
2013-01-04,9,20587,17720
2013-01-04,10,20884,18133
2013-01-04,11,21010,18207
2013-01-04,12,20318,18224
2013-01-04,13,19943,18223
2013-01-04,14,19756,18067
2013-01-04,15,19827,18074
2013-01-04,16,19877,18086
2013-01-04,17,20341,18602
2013-01-04,18,21977,19792
2013-01-04,19,21757,19716
2013-01-04,20,21565,19476
2013-01-04,21,20968,19099
2013-01-04,22,19711,18314
2013-01-04,23,18396,17130
2013-01-04,24,17154,15859
2013-01-05,1,16409,15041
2013-01-05,2,16242,14365
2013-01-05,3,16086,14060
2013-01-05,4,15894,13896
2013-01-05,5,15985,13922
2013-01-05,6,16109,14221
2013-01-05,7,16321,14700
2013-01-05,8,16730,15410
2013-01-05,9,17374,16015
2013-01-05,10,17754,16504
2013-01-05,11,18709,16971
2013-01-05,12,18765,17011
2013-01-05,13,18409,16861
2013-01-05,14,17853,16611
2013-01-05,15,17735,16541
2013-01-05,16,17835,16642
2013-01-05,17,18889,17513
2013-01-05,18,20538,18759
2013-01-05,19,20397,18675
2013-01-05,20,19757,18137
2013-01-05,21,18898,17612
2013-01-05,22,18160,16957
2013-01-05,23,17763,16224
2013-01-05,24,17088,15334
2013-01-06,1,16451,14613
2013-01-06,2,15955,14062
2013-01-06,3,16026,13815
2013-01-06,4,15800,13591
2013-01-06,5,15745,13558
2013-01-06,6,15681,13726
2013-01-06,7,15874,14030
2013-01-06,8,16414,14585
2013-01-06,9,17055,15157
2013-01-06,10,17555,15700
2013-01-06,11,17952,16279
2013-01-06,12,17986,16480
2013-01-06,13,17948,16680
2013-01-06,14,18164,16709
2013-01-06,15,18399,16697
2013-01-06,16,18578,16865
2013-01-06,17,19323,17827
2013-01-06,18,20509,19023
2013-01-06,19,20362,18969
2013-01-06,20,19979,18484
2013-01-06,21,19359,18025
2013-01-06,22,18731,17384
2013-01-06,23,17663,16435
2013-01-06,24,16686,15440
2013-01-07,1,16202,14772
2013-01-07,2,16024,14410
2013-01-07,3,16131,14337
2013-01-07,4,16072,14337
2013-01-07,5,16786,14612
2013-01-07,6,17847,15549
2013-01-07,7,19202,16912
2013-01-07,8,21326,18712
2013-01-07,9,21343,18776
2013-01-07,10,21278,18524
2013-01-07,11,20967,18446
2013-01-07,12,20947,18402
2013-01-07,13,20515,18282
2013-01-07,14,20443,18221
2013-01-07,15,19954,18040
2013-01-07,16,20507,18206
2013-01-07,17,21593,19022
2013-01-07,18,23134,20147
2013-01-07,19,23269,20221
2013-01-07,20,22662,19959
2013-01-07,21,22297,19406
2013-01-07,22,20859,18625
2013-01-07,23,19279,17285
2013-01-07,24,17500,16057
