\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2004,,,
Date,Hour,Market Demand,Ontario Demand
2004-01-01,1,15787,14703
2004-01-01,2,15194,14130
2004-01-01,3,14589,13575
2004-01-01,4,14294,13280
2004-01-01,5,14233,13219
2004-01-01,6,14398,13354
2004-01-01,7,14931,13462
2004-01-01,8,14777,13538
2004-01-01,9,14926,13675
2004-01-01,10,15058,14234
2004-01-01,11,15669,14675
2004-01-01,12,16121,15205
2004-01-01,13,16362,15418
2004-01-01,14,16290,15396
2004-01-01,15,16179,15279
2004-01-01,16,16383,15485
2004-01-01,17,17695,16458
2004-01-01,18,19505,18093
2004-01-01,19,19210,17940
2004-01-01,20,18600,17537
2004-01-01,21,18063,17163
2004-01-01,22,17622,16685
2004-01-01,23,17058,15971
2004-01-01,24,16099,14974
2004-01-02,1,15568,14093
2004-01-02,2,14905,13636
2004-01-02,3,14717,13377
2004-01-02,4,14686,13373
2004-01-02,5,14790,13476
2004-01-02,6,15203,13894
2004-01-02,7,16362,14813
2004-01-02,8,17235,15670
2004-01-02,9,17751,16323
2004-01-02,10,18584,17135
2004-01-02,11,19048,17610
2004-01-02,12,19018,17599
2004-01-02,13,19053,17434
2004-01-02,14,18737,17167
2004-01-02,15,18892,17096
2004-01-02,16,18939,17155
2004-01-02,17,19723,18000
2004-01-02,18,20798,19158
2004-01-02,19,20718,19026
2004-01-02,20,20403,18568
2004-01-02,21,19779,18106
2004-01-02,22,19074,17416
2004-01-02,23,18299,16563
2004-01-02,24,17213,15475
2004-01-03,1,15970,14682
2004-01-03,2,15489,14091
2004-01-03,3,15035,13732
2004-01-03,4,14739,13446
2004-01-03,5,14534,13479
2004-01-03,6,14535,13556
2004-01-03,7,15181,13878
2004-01-03,8,15820,14548
2004-01-03,9,16658,15241
2004-01-03,10,17218,15831
2004-01-03,11,17326,16395
2004-01-03,12,17669,16612
2004-01-03,13,17851,16679
2004-01-03,14,17622,16455
2004-01-03,15,17617,16300
2004-01-03,16,17561,16302
2004-01-03,17,18359,17142
2004-01-03,18,19659,18410
2004-01-03,19,19524,18170
2004-01-03,20,19120,17830
2004-01-03,21,18720,17361
2004-01-03,22,18073,16601
2004-01-03,23,17369,15982
2004-01-03,24,16312,15064
2004-01-04,1,15416,14303
2004-01-04,2,14860,13731
2004-01-04,3,14545,13422
2004-01-04,4,14349,13276
2004-01-04,5,14218,13298
2004-01-04,6,14475,13472
2004-01-04,7,15109,13804
2004-01-04,8,15692,14481
2004-01-04,9,16448,15218
2004-01-04,10,17322,15993
2004-01-04,11,17929,16622
2004-01-04,12,18469,17065
2004-01-04,13,18641,17183
2004-01-04,14,18712,17155
2004-01-04,15,18718,17167
2004-01-04,16,19152,17485
2004-01-04,17,20117,18610
2004-01-04,18,21350,19881
2004-01-04,19,21112,19700
2004-01-04,20,20695,19280
2004-01-04,21,20413,18903
2004-01-04,22,19959,18329
2004-01-04,23,19028,17388
2004-01-04,24,17845,16369
2004-01-05,1,17225,15622
2004-01-05,2,16384,15364
2004-01-05,3,16329,15260
2004-01-05,4,16200,15245
2004-01-05,5,16378,15405
2004-01-05,6,17433,15993
2004-01-05,7,19567,17478
2004-01-05,8,20910,19549
2004-01-05,9,21545,20323
2004-01-05,10,21695,20436
2004-01-05,11,21983,20596
2004-01-05,12,21538,20737
2004-01-05,13,21807,20633
2004-01-05,14,21895,20545
2004-01-05,15,21417,20417
2004-01-05,16,21340,20454
2004-01-05,17,22007,21194
2004-01-05,18,23046,22299
2004-01-05,19,23070,22322
2004-01-05,20,22532,21810
2004-01-05,21,22116,21313
2004-01-05,22,21695,20497
2004-01-05,23,20458,19255
2004-01-05,24,18719,17507
2004-01-06,1,17933,16890
2004-01-06,2,17544,16428
2004-01-06,3,17159,16163
2004-01-06,4,17155,16144
2004-01-06,5,17219,16204
2004-01-06,6,18065,16652
2004-01-06,7,19787,17988
2004-01-06,8,21730,20193
2004-01-06,9,22437,20880
2004-01-06,10,22238,20775
2004-01-06,11,22522,20908
2004-01-06,12,21999,21148
2004-01-06,13,22582,20855
2004-01-06,14,22292,20696
2004-01-06,15,22146,20684
2004-01-06,16,22310,20855
2004-01-06,17,22960,21808
2004-01-06,18,24141,23183
2004-01-06,19,24195,23246
2004-01-06,20,23674,22846
2004-01-06,21,23276,22420
2004-01-06,22,22455,21629
2004-01-06,23,21159,20349
2004-01-06,24,19789,18785
2004-01-07,1,19345,18020
2004-01-07,2,19069,17611
2004-01-07,3,18533,17202
2004-01-07,4,18502,16965
2004-01-07,5,18496,17218
2004-01-07,6,19043,17767
2004-01-07,7,20419,19175
2004-01-07,8,21794,21173
2004-01-07,9,22148,21490
2004-01-07,10,22524,21507
2004-01-07,11,22566,21429
2004-01-07,12,22109,21354
2004-01-07,13,21846,21200
2004-01-07,14,21710,21144
2004-01-07,15,21688,21093
2004-01-07,16,21965,21226
2004-01-07,17,22620,22061
2004-01-07,18,23842,23332
2004-01-07,19,23855,23434
2004-01-07,20,23500,22955
2004-01-07,21,23034,22487
2004-01-07,22,22022,21583
2004-01-07,23,20769,20358
2004-01-07,24,19741,18869
2004-01-08,1,19270,18115
2004-01-08,2,19213,17737
2004-01-08,3,19139,17356
2004-01-08,4,18843,17254
2004-01-08,5,19028,17408
2004-01-08,6,19735,17966
2004-01-08,7,20884,19247
2004-01-08,8,22155,21145
2004-01-08,9,22520,21648
2004-01-08,10,22455,21583
2004-01-08,11,22222,21497
2004-01-08,12,22275,21364
2004-01-08,13,22358,21137
2004-01-08,14,22153,21057
2004-01-08,15,21811,20936
2004-01-08,16,22290,21076
2004-01-08,17,22955,21961
2004-01-08,18,24302,23230
2004-01-08,19,24497,23425
2004-01-08,20,24351,23056
2004-01-08,21,23698,22558
2004-01-08,22,22871,21744
2004-01-08,23,21714,20616
2004-01-08,24,20427,19465
2004-01-09,1,20098,18767
2004-01-09,2,20182,18354
2004-01-09,3,20062,18179
2004-01-09,4,20030,18197
2004-01-09,5,20456,18243
2004-01-09,6,20526,18781
2004-01-09,7,21694,20062
2004-01-09,8,23266,22289
2004-01-09,9,24100,22865
2004-01-09,10,23819,22744
2004-01-09,11,23072,22886
2004-01-09,12,23016,22656
2004-01-09,13,23458,22347
2004-01-09,14,23168,22167
2004-01-09,15,22848,21797
2004-01-09,16,22699,21748
2004-01-09,17,23424,22373
2004-01-09,18,24573,23724
2004-01-09,19,24768,23957
2004-01-09,20,24457,23530
2004-01-09,21,24397,23164
2004-01-09,22,23703,22352
2004-01-09,23,22881,21280
2004-01-09,24,21434,20049
2004-01-10,1,20377,19030
2004-01-10,2,19972,18715
2004-01-10,3,19594,18432
2004-01-10,4,19638,18209
2004-01-10,5,19131,18360
2004-01-10,6,20057,18504
2004-01-10,7,20324,18946
2004-01-10,8,20744,19625
2004-01-10,9,21291,20562
2004-01-10,10,21517,21114
2004-01-10,11,21912,21234
2004-01-10,12,21951,21255
2004-01-10,13,21520,20823
2004-01-10,14,21149,20429
2004-01-10,15,21062,20310
2004-01-10,16,20872,20073
2004-01-10,17,21435,20751
2004-01-10,18,22714,22171
2004-01-10,19,23080,22470
2004-01-10,20,22666,21775
2004-01-10,21,22174,21040
2004-01-10,22,21802,20609
2004-01-10,23,21145,19713
2004-01-10,24,20270,18603
2004-01-11,1,19618,17854
2004-01-11,2,19078,17304
2004-01-11,3,18823,17044
2004-01-11,4,18738,16959
2004-01-11,5,18775,16861
2004-01-11,6,18926,16917
2004-01-11,7,18744,17081
2004-01-11,8,18901,17509
2004-01-11,9,19645,18346
2004-01-11,10,20476,19235
2004-01-11,11,20864,19722
2004-01-11,12,21003,19763
2004-01-11,13,20791,19756
2004-01-11,14,20620,19580
2004-01-11,15,20476,19435
2004-01-11,16,20542,19502
2004-01-11,17,21191,20238
2004-01-11,18,22485,21385
2004-01-11,19,22214,21148
2004-01-11,20,21596,20626
2004-01-11,21,21344,20316
2004-01-11,22,20746,19665
2004-01-11,23,19881,18696
2004-01-11,24,19652,17566
2004-01-12,1,18594,16885
2004-01-12,2,18423,16504
2004-01-12,3,18540,16272
2004-01-12,4,18170,16246
2004-01-12,5,18389,16415
2004-01-12,6,18923,16887
2004-01-12,7,20090,18412
2004-01-12,8,22077,20412
2004-01-12,9,22509,21020
2004-01-12,10,22572,21083
2004-01-12,11,22521,21001
2004-01-12,12,22544,20884
2004-01-12,13,22353,20624
2004-01-12,14,21972,20343
2004-01-12,15,21876,20372
2004-01-12,16,22179,20687
2004-01-12,17,23375,21571
2004-01-12,18,24383,22629
2004-01-12,19,23857,22526
2004-01-12,20,23463,22034
2004-01-12,21,23088,21659
2004-01-12,22,22210,20781
2004-01-12,23,21049,19521
2004-01-12,24,19579,18185
2004-01-13,1,18901,17227
2004-01-13,2,18136,16640
2004-01-13,3,17990,16409
2004-01-13,4,17805,16230
2004-01-13,5,17889,16285
2004-01-13,6,18288,16727
2004-01-13,7,19569,18429
2004-01-13,8,21465,20411
2004-01-13,9,21972,21018
2004-01-13,10,22112,21158
2004-01-13,11,22310,21356
2004-01-13,12,22461,21207
2004-01-13,13,22400,21044
2004-01-13,14,22197,21043
2004-01-13,15,22134,20930
2004-01-13,16,22372,21168
2004-01-13,17,23048,22062
2004-01-13,18,24594,23609
2004-01-13,19,24864,23879
2004-01-13,20,24412,23405
2004-01-13,21,24101,23097
2004-01-13,22,23333,22327
2004-01-13,23,22268,21164
2004-01-13,24,20716,19971
2004-01-14,1,20191,19123
2004-01-14,2,19844,18675
2004-01-14,3,19888,18478
2004-01-14,4,19852,18442
2004-01-14,5,19932,18602
2004-01-14,6,20511,19266
2004-01-14,7,21696,20535
2004-01-14,8,23801,22587
2004-01-14,9,24420,23173
2004-01-14,10,24373,23136
2004-01-14,11,24222,23003
2004-01-14,12,24173,22932
2004-01-14,13,23861,22725
2004-01-14,14,23672,22623
2004-01-14,15,23679,22544
2004-01-14,16,24109,22774
2004-01-14,17,24672,23527
2004-01-14,18,25011,24528
2004-01-14,19,25258,24466
2004-01-14,20,24943,24080
2004-01-14,21,24607,23671
2004-01-14,22,24069,22769
2004-01-14,23,22941,21372
2004-01-14,24,21583,19963
2004-01-15,1,20638,19269
2004-01-15,2,20198,18919
2004-01-15,3,20127,18743
2004-01-15,4,20210,18681
2004-01-15,5,20311,18782
2004-01-15,6,21032,19468
2004-01-15,7,21732,20842
2004-01-15,8,24147,22813
2004-01-15,9,24502,23207
2004-01-15,10,24491,23096
2004-01-15,11,24391,23086
2004-01-15,12,24200,23033
2004-01-15,13,23998,22633
2004-01-15,14,23469,22410
2004-01-15,15,23419,22364
2004-01-15,16,23209,22304
2004-01-15,17,23185,23221
2004-01-15,18,24090,24690
2004-01-15,19,24257,24937
2004-01-15,20,24380,24724
2004-01-15,21,24255,24135
2004-01-15,22,23217,23190
2004-01-15,23,22951,21958
2004-01-15,24,21762,20781
2004-01-16,1,21222,19956
2004-01-16,2,20874,19519
2004-01-16,3,20541,19281
2004-01-16,4,20320,19160
2004-01-16,5,20347,19192
2004-01-16,6,20695,19765
2004-01-16,7,22216,21087
2004-01-16,8,23994,23020
2004-01-16,9,24227,23358
2004-01-16,10,24343,23329
2004-01-16,11,24140,23284
2004-01-16,12,23587,22731
2004-01-16,13,23197,22336
2004-01-16,14,22962,22106
2004-01-16,15,22753,21865
2004-01-16,16,22702,21815
2004-01-16,17,23478,22599
2004-01-16,18,24515,23600
2004-01-16,19,24720,23795
2004-01-16,20,24089,23120
2004-01-16,21,23520,22561
2004-01-16,22,22731,21875
2004-01-16,23,21668,20812
2004-01-16,24,20511,19535
2004-01-17,1,19164,18313
2004-01-17,2,18964,18054
2004-01-17,3,18823,17739
2004-01-17,4,18854,17620
2004-01-17,5,18953,17569
2004-01-17,6,18962,17799
2004-01-17,7,19175,18291
2004-01-17,8,20007,19248
2004-01-17,9,20668,20083
2004-01-17,10,21282,20697
2004-01-17,11,21684,21099
2004-01-17,12,21638,21053
2004-01-17,13,21457,20758
2004-01-17,14,21247,20455
2004-01-17,15,21249,20357
2004-01-17,16,21302,20344
2004-01-17,17,21532,20745
2004-01-17,18,22793,22109
2004-01-17,19,22620,21936
2004-01-17,20,21944,21260
2004-01-17,21,21299,20623
2004-01-17,22,20617,20036
2004-01-17,23,19855,19075
2004-01-17,24,19106,18141
2004-01-18,1,18791,17318
2004-01-18,2,18140,16709
2004-01-18,3,17943,16409
2004-01-18,4,17680,16168
2004-01-18,5,17908,16021
2004-01-18,6,17957,16155
2004-01-18,7,17821,16329
2004-01-18,8,18156,16969
2004-01-18,9,19062,17775
2004-01-18,10,19667,18329
2004-01-18,11,19745,18607
2004-01-18,12,19974,18817
2004-01-18,13,19971,18829
2004-01-18,14,19902,18575
2004-01-18,15,19858,18448
2004-01-18,16,19719,18762
2004-01-18,17,20404,19643
2004-01-18,18,21609,21026
2004-01-18,19,21963,21380
2004-01-18,20,21554,20971
2004-01-18,21,21471,20688
2004-01-18,22,21102,20191
2004-01-18,23,20222,19239
2004-01-18,24,19519,18276
2004-01-19,1,19014,17584
2004-01-19,2,18779,17124
2004-01-19,3,18864,17074
2004-01-19,4,18557,17017
2004-01-19,5,18355,17240
2004-01-19,6,19195,17865
2004-01-19,7,20207,19451
2004-01-19,8,22348,21617
2004-01-19,9,22676,21945
2004-01-19,10,22795,22064
2004-01-19,11,22848,22117
2004-01-19,12,22667,21936
2004-01-19,13,22394,21663
2004-01-19,14,22232,21501
2004-01-19,15,21969,21338
2004-01-19,16,22195,21564
2004-01-19,17,22916,22285
2004-01-19,18,23967,23336
2004-01-19,19,24282,23651
2004-01-19,20,23874,23243
2004-01-19,21,23339,22708
2004-01-19,22,22493,21854
2004-01-19,23,21236,20605
2004-01-19,24,20195,19214
2004-01-20,1,19932,18420
2004-01-20,2,19552,17950
2004-01-20,3,19466,17817
2004-01-20,4,19048,17710
2004-01-20,5,19122,17782
2004-01-20,6,19590,18356
2004-01-20,7,20725,19831
2004-01-20,8,22522,21714
2004-01-20,9,22902,22100
2004-01-20,10,22866,22133
2004-01-20,11,22936,22032
2004-01-20,12,22787,21883
2004-01-20,13,22572,21481
2004-01-20,14,22421,21438
2004-01-20,15,22104,21121
2004-01-20,16,21992,21209
2004-01-20,17,22833,21900
2004-01-20,18,23974,23241
2004-01-20,19,24384,23676
2004-01-20,20,24041,23283
2004-01-20,21,23771,22963
2004-01-20,22,22939,21931
2004-01-20,23,21557,20749
2004-01-20,24,20780,19473
