\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2006,,,
Date,Hour,Market Demand,Ontario Demand
2006-01-01,1,17703,15925
2006-01-01,2,17230,15323
2006-01-01,3,16830,14832
2006-01-01,4,16220,14502
2006-01-01,5,16066,14392
2006-01-01,6,15976,14353
2006-01-01,7,15958,14445
2006-01-01,8,15984,14686
2006-01-01,9,16234,14978
2006-01-01,10,16865,15542
2006-01-01,11,17328,16054
2006-01-01,12,17614,16365
2006-01-01,13,17752,16534
2006-01-01,14,17593,16450
2006-01-01,15,17595,16352
2006-01-01,16,17612,16444
2006-01-01,17,18525,17083
2006-01-01,18,19579,18371
2006-01-01,19,19655,18350
2006-01-01,20,19303,17985
2006-01-01,21,18976,17658
2006-01-01,22,18495,17177
2006-01-01,23,17899,16410
2006-01-01,24,17053,15639
2006-01-02,1,16357,14769
2006-01-02,2,16035,14362
2006-01-02,3,15971,14043
2006-01-02,4,15874,13938
2006-01-02,5,15982,14047
2006-01-02,6,16144,14431
2006-01-02,7,16906,15161
2006-01-02,8,17679,16108
2006-01-02,9,18072,16701
2006-01-02,10,18694,17426
2006-01-02,11,19470,18256
2006-01-02,12,20046,18602
2006-01-02,13,20285,18725
2006-01-02,14,20344,18756
2006-01-02,15,20105,18722
2006-01-02,16,20073,18821
2006-01-02,17,20795,19638
2006-01-02,18,21924,20839
2006-01-02,19,21659,20623
2006-01-02,20,21500,20178
2006-01-02,21,21190,19831
2006-01-02,22,20966,19133
2006-01-02,23,20235,18039
2006-01-02,24,18848,16835
2006-01-03,1,17553,15829
2006-01-03,2,17148,15321
2006-01-03,3,16671,15132
2006-01-03,4,16260,15183
2006-01-03,5,16576,15292
2006-01-03,6,17447,15595
2006-01-03,7,18605,16717
2006-01-03,8,20021,18100
2006-01-03,9,20905,19078
2006-01-03,10,21174,19519
2006-01-03,11,21110,19656
2006-01-03,12,21543,19667
2006-01-03,13,21910,19638
2006-01-03,14,21968,19645
2006-01-03,15,22032,19572
2006-01-03,16,21917,19637
2006-01-03,17,22422,20230
2006-01-03,18,23724,21592
2006-01-03,19,23865,21610
2006-01-03,20,23014,20996
2006-01-03,21,22611,20432
2006-01-03,22,21637,19593
2006-01-03,23,20854,18436
2006-01-03,24,18965,17124
2006-01-04,1,18278,16059
2006-01-04,2,17623,15688
2006-01-04,3,17163,15304
2006-01-04,4,17227,15224
2006-01-04,5,17645,15284
2006-01-04,6,18003,15641
2006-01-04,7,19435,16823
2006-01-04,8,20752,18371
2006-01-04,9,21157,19221
2006-01-04,10,21377,19551
2006-01-04,11,21677,19956
2006-01-04,12,21868,20206
2006-01-04,13,22062,20307
2006-01-04,14,21886,20309
2006-01-04,15,21623,20089
2006-01-04,16,21469,20139
2006-01-04,17,22545,20669
2006-01-04,18,23244,21452
2006-01-04,19,23267,21314
2006-01-04,20,22386,20697
2006-01-04,21,21900,20213
2006-01-04,22,21315,19580
2006-01-04,23,20469,18390
2006-01-04,24,19247,17174
2006-01-05,1,17704,16017
2006-01-05,2,17089,15548
2006-01-05,3,16932,15294
2006-01-05,4,16941,15225
2006-01-05,5,17338,15367
2006-01-05,6,17844,15803
2006-01-05,7,19074,16908
2006-01-05,8,20727,18351
2006-01-05,9,21197,19087
2006-01-05,10,21139,19367
2006-01-05,11,21735,19694
2006-01-05,12,21880,20000
2006-01-05,13,21990,20008
2006-01-05,14,22330,20068
2006-01-05,15,21971,20000
2006-01-05,16,21903,19969
2006-01-05,17,22564,20636
2006-01-05,18,23638,21783
2006-01-05,19,23541,21584
2006-01-05,20,23110,21053
2006-01-05,21,22458,20580
2006-01-05,22,22008,20041
2006-01-05,23,20983,18836
2006-01-05,24,19154,17546
2006-01-06,1,18242,16581
2006-01-06,2,18194,16283
2006-01-06,3,17859,15948
2006-01-06,4,17296,15835
2006-01-06,5,17541,15905
2006-01-06,6,18369,16556
2006-01-06,7,19721,17942
2006-01-06,8,21209,19446
2006-01-06,9,21893,20125
2006-01-06,10,22333,20405
2006-01-06,11,22489,20565
2006-01-06,12,22603,20668
2006-01-06,13,22483,20461
2006-01-06,14,22296,20331
2006-01-06,15,22438,20273
2006-01-06,16,22143,20228
2006-01-06,17,22716,20693
2006-01-06,18,23373,21941
2006-01-06,19,23484,21941
2006-01-06,20,22940,21397
2006-01-06,21,22620,20923
2006-01-06,22,22138,20327
2006-01-06,23,21555,19398
2006-01-06,24,20049,18203
2006-01-07,1,19045,17058
2006-01-07,2,18689,16591
2006-01-07,3,18410,16284
2006-01-07,4,18504,16133
2006-01-07,5,18465,16093
2006-01-07,6,18597,16125
2006-01-07,7,19084,16556
2006-01-07,8,19652,17343
2006-01-07,9,20261,18090
2006-01-07,10,20909,18644
2006-01-07,11,21308,19023
2006-01-07,12,21124,19224
2006-01-07,13,20772,19208
2006-01-07,14,20717,19075
2006-01-07,15,20483,18874
2006-01-07,16,20665,18822
2006-01-07,17,21011,19327
2006-01-07,18,22457,20449
2006-01-07,19,22268,20365
2006-01-07,20,21953,19573
2006-01-07,21,21379,19120
2006-01-07,22,20649,18523
2006-01-07,23,19945,17767
2006-01-07,24,19105,16748
2006-01-08,1,17917,15852
