\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2003,,,
Date,Hour,Market Demand,Ontario Demand
2003-01-01,1,15558,14745
2003-01-01,2,15131,14280
2003-01-01,3,15075,13821
2003-01-01,4,14308,13239
2003-01-01,5,14059,13236
2003-01-01,6,14375,13504
2003-01-01,7,14881,13814
2003-01-01,8,14305,13544
2003-01-01,9,14404,13837
2003-01-01,10,15184,14623
2003-01-01,11,15880,15319
2003-01-01,12,16577,15886
2003-01-01,13,16888,16222
2003-01-01,14,17250,16161
2003-01-01,15,16735,16094
2003-01-01,16,16965,16374
2003-01-01,17,17988,17097
2003-01-01,18,19665,18594
2003-01-01,19,19567,18496
2003-01-01,20,19290,18333
2003-01-01,21,18886,18100
2003-01-01,22,18781,17665
2003-01-01,23,18083,16921
2003-01-01,24,17524,15848
2003-01-02,1,16342,15306
2003-01-02,2,16070,15034
2003-01-02,3,15846,14810
2003-01-02,4,15873,14837
2003-01-02,5,16002,14966
2003-01-02,6,16674,15590
2003-01-02,7,18074,16648
2003-01-02,8,19318,18082
2003-01-02,9,20031,19014
2003-01-02,10,20612,19601
2003-01-02,11,21010,19988
2003-01-02,12,21345,20190
2003-01-02,13,21658,20210
2003-01-02,14,21293,20112
2003-01-02,15,21032,19982
2003-01-02,16,21136,20078
2003-01-02,17,21602,20871
2003-01-02,18,22523,22092
2003-01-02,19,22403,21872
2003-01-02,20,22350,21519
2003-01-02,21,22061,21049
2003-01-02,22,21351,20320
2003-01-02,23,20381,19170
2003-01-02,24,18880,17841
2003-01-03,1,18250,17139
2003-01-03,2,17832,16671
2003-01-03,3,17364,16303
2003-01-03,4,16896,15997
2003-01-03,5,16833,16073
2003-01-03,6,17830,16569
2003-01-03,7,19039,17388
2003-01-03,8,19985,18639
2003-01-03,9,20727,19366
2003-01-03,10,21082,20001
2003-01-03,11,21513,20362
2003-01-03,12,21851,20644
2003-01-03,13,21526,20408
2003-01-03,14,21612,20259
2003-01-03,15,21218,20044
2003-01-03,16,21008,19827
2003-01-03,17,21173,20292
2003-01-03,18,21992,21511
2003-01-03,19,22355,21424
2003-01-03,20,21403,20772
2003-01-03,21,21090,20209
2003-01-03,22,20515,19534
2003-01-03,23,19694,18463
2003-01-03,24,18362,17351
2003-01-04,1,17420,16230
2003-01-04,2,16422,15611
2003-01-04,3,15998,15185
2003-01-04,4,16063,15179
2003-01-04,5,16319,15198
2003-01-04,6,16569,15294
2003-01-04,7,17406,15702
2003-01-04,8,18017,16365
2003-01-04,9,18703,17004
2003-01-04,10,19500,17788
2003-01-04,11,19897,18137
2003-01-04,12,19687,18233
2003-01-04,13,19570,17959
2003-01-04,14,19100,17789
2003-01-04,15,19014,17768
2003-01-04,16,19240,17829
2003-01-04,17,19720,18599
2003-01-04,18,21002,19891
2003-01-04,19,21238,19865
2003-01-04,20,20587,19276
2003-01-04,21,20157,18823
2003-01-04,22,19959,18348
2003-01-04,23,19370,17659
2003-01-04,24,18583,16742
2003-01-05,1,17314,15653
2003-01-05,2,16476,15075
2003-01-05,3,15942,14732
2003-01-05,4,15828,14545
2003-01-05,5,15863,14580
2003-01-05,6,16072,14761
2003-01-05,7,16344,15061
2003-01-05,8,16682,15521
2003-01-05,9,17389,16228
2003-01-05,10,18282,16921
2003-01-05,11,18707,17346
