\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2016,,,
Date,Hour,Market Demand,Ontario Demand
2016-01-01,1,16767,13417
2016-01-01,2,16751,12968
2016-01-01,3,16319,12395
2016-01-01,4,16148,12228
2016-01-01,5,16054,12116
2016-01-01,6,16100,12257
2016-01-01,7,16416,12528
2016-01-01,8,16711,12820
2016-01-01,9,16688,12986
2016-01-01,10,17066,13569
2016-01-01,11,17598,13965
2016-01-01,12,17943,14215
2016-01-01,13,18289,14443
2016-01-01,14,18586,14733
2016-01-01,15,18373,14907
2016-01-01,16,18374,14981
2016-01-01,17,18963,15763
2016-01-01,18,20100,16979
2016-01-01,19,19972,16859
2016-01-01,20,19554,16552
2016-01-01,21,19137,16165
2016-01-01,22,18814,15701
2016-01-01,23,17782,14866
2016-01-01,24,17442,14023
2016-01-02,1,17064,13251
2016-01-02,2,16789,12844
2016-01-02,3,16564,12673
2016-01-02,4,16312,12473
2016-01-02,5,16479,12468
2016-01-02,6,16481,12644
2016-01-02,7,16962,13064
2016-01-02,8,17143,13780
2016-01-02,9,17560,14305
2016-01-02,10,18248,15068
2016-01-02,11,18700,15536
2016-01-02,12,18835,15852
2016-01-02,13,18853,16059
2016-01-02,14,18348,15750
2016-01-02,15,18418,15564
2016-01-02,16,18679,15571
2016-01-02,17,19226,16207
2016-01-02,18,20347,17163
2016-01-02,19,20289,17100
2016-01-02,20,19972,16710
2016-01-02,21,19054,16124
2016-01-02,22,18972,15699
2016-01-02,23,18312,14983
2016-01-02,24,17878,14164
2016-01-03,1,17408,13432
2016-01-03,2,16592,12916
2016-01-03,3,16499,12588
2016-01-03,4,16362,12450
2016-01-03,5,16319,12443
2016-01-03,6,16512,12624
2016-01-03,7,16929,12973
2016-01-03,8,17351,13613
2016-01-03,9,17314,14155
2016-01-03,10,17773,14696
2016-01-03,11,18412,15182
2016-01-03,12,18480,15434
2016-01-03,13,18720,15650
2016-01-03,14,18524,15533
2016-01-03,15,18463,15602
2016-01-03,16,18645,15748
2016-01-03,17,19743,16863
2016-01-03,18,21242,18423
2016-01-03,19,21258,18512
2016-01-03,20,21009,18316
2016-01-03,21,20191,18006
2016-01-03,22,19909,17347
2016-01-03,23,19138,16606
2016-01-03,24,18275,15533
2016-01-04,1,17965,14809
2016-01-04,2,17629,14480
2016-01-04,3,17406,14295
2016-01-04,4,17184,14213
2016-01-04,5,17536,14435
2016-01-04,6,18269,15147
2016-01-04,7,19542,16532
2016-01-04,8,21171,18240
2016-01-04,9,21362,18522
2016-01-04,10,21695,18225
2016-01-04,11,21213,17912
2016-01-04,12,21218,17733
2016-01-04,13,20870,17597
2016-01-04,14,21146,17619
2016-01-04,15,21192,17758
2016-01-04,16,21706,18327
2016-01-04,17,22939,19437
2016-01-04,18,24010,20820
2016-01-04,19,23703,20836
2016-01-04,20,23102,20502
2016-01-04,21,23028,20255
2016-01-04,22,22404,19533
2016-01-04,23,21205,18358
2016-01-04,24,19817,17238
2016-01-05,1,19386,16429
2016-01-05,2,19071,15996
2016-01-05,3,19015,15916
2016-01-05,4,18882,15878
2016-01-05,5,18859,15947
2016-01-05,6,20075,16466
2016-01-05,7,21834,17974
2016-01-05,8,22913,19374
2016-01-05,9,23441,19356
2016-01-05,10,22903,18899
2016-01-05,11,22889,18547
2016-01-05,12,22431,18080
2016-01-05,13,21288,17610
2016-01-05,14,20761,17456
2016-01-05,15,20746,17516
2016-01-05,16,21220,18038
2016-01-05,17,22494,19311
2016-01-05,18,23364,20277
2016-01-05,19,23629,20202
2016-01-05,20,23262,19893
2016-01-05,21,22462,19445
2016-01-05,22,21746,18648
2016-01-05,23,20463,17341
2016-01-05,24,18834,16055
2016-01-06,1,18164,15187
2016-01-06,2,17916,14784
2016-01-06,3,17921,14522
2016-01-06,4,17944,14476
2016-01-06,5,17898,14586
2016-01-06,6,18240,15148
2016-01-06,7,19457,16504
2016-01-06,8,21644,18112
2016-01-06,9,21583,18213
2016-01-06,10,20947,17600
2016-01-06,11,20417,17234
2016-01-06,12,20044,16927
2016-01-06,13,19796,16619
2016-01-06,14,20216,16678
2016-01-06,15,20289,16707
2016-01-06,16,20416,16869
2016-01-06,17,21450,18146
2016-01-06,18,22628,19353
2016-01-06,19,22286,19400
2016-01-06,20,22086,19105
2016-01-06,21,21468,18731
2016-01-06,22,20966,17971
2016-01-06,23,20030,16841
2016-01-06,24,18766,15669
2016-01-07,1,17925,14795
2016-01-07,2,17477,14398
2016-01-07,3,17506,14210
2016-01-07,4,17330,14198
2016-01-07,5,17561,14356
2016-01-07,6,18298,15122
2016-01-07,7,19402,16439
2016-01-07,8,20710,18000
2016-01-07,9,20873,17989
2016-01-07,10,20476,17460
2016-01-07,11,20463,17154
2016-01-07,12,20337,17075
2016-01-07,13,20063,16841
2016-01-07,14,19922,16657
2016-01-07,15,20161,16832
2016-01-07,16,20342,17142
2016-01-07,17,20893,18087
2016-01-07,18,21801,19131
2016-01-07,19,21920,19211
2016-01-07,20,21940,18958
2016-01-07,21,21576,18591
2016-01-07,22,20690,17832
2016-01-07,23,19625,16564
2016-01-07,24,18367,15403
2016-01-08,1,17846,14684
2016-01-08,2,17379,14114
2016-01-08,3,17334,13994
2016-01-08,4,17339,13986
2016-01-08,5,17507,14133
2016-01-08,6,17588,14624
2016-01-08,7,18914,16024
2016-01-08,8,20228,17529
2016-01-08,9,20360,17727
2016-01-08,10,20107,17550
2016-01-08,11,20171,17523
2016-01-08,12,20015,17427
2016-01-08,13,19769,17308
2016-01-08,14,19934,17384
2016-01-08,15,19841,17296
2016-01-08,16,20025,17413
2016-01-08,17,20731,17963
2016-01-08,18,21291,18801
2016-01-08,19,21578,18689
2016-01-08,20,21318,18526
2016-01-08,21,21049,18054
2016-01-08,22,20508,17492
2016-01-08,23,19267,16343
2016-01-08,24,17841,14973
2016-01-09,1,17204,14235
2016-01-09,2,16935,13547
2016-01-09,3,16624,13157
2016-01-09,4,16523,12976
2016-01-09,5,16564,12885
2016-01-09,6,16751,13137
2016-01-09,7,16884,13460
2016-01-09,8,17291,14239
2016-01-09,9,18551,15186
2016-01-09,10,19057,15772
2016-01-09,11,19085,16164
2016-01-09,12,19186,16377
2016-01-09,13,19218,16432
2016-01-09,14,18921,16235
2016-01-09,15,19227,16220
2016-01-09,16,19253,16313
2016-01-09,17,19731,16845
2016-01-09,18,20159,17628
2016-01-09,19,20193,17574
2016-01-09,20,19638,16880
2016-01-09,21,18987,16215
2016-01-09,22,18378,15522
2016-01-09,23,17681,14844
2016-01-09,24,17261,14031
2016-01-10,1,16722,13297
2016-01-10,2,16258,12752
2016-01-10,3,16201,12486
2016-01-10,4,16189,12401
2016-01-10,5,16348,12346
2016-01-10,6,16555,12653
2016-01-10,7,17001,13241
2016-01-10,8,17155,13957
2016-01-10,9,17029,14330
2016-01-10,10,17811,15001
2016-01-10,11,18620,15696
2016-01-10,12,18814,16008
2016-01-10,13,18890,16100
2016-01-10,14,18867,16004
2016-01-10,15,18947,15964
2016-01-10,16,19319,16319
2016-01-10,17,20197,17352
2016-01-10,18,21342,18498
2016-01-10,19,21159,18386
2016-01-10,20,20465,17771
2016-01-10,21,20205,17429
2016-01-10,22,19530,16713
2016-01-10,23,18947,15967
2016-01-10,24,18405,15138
2016-01-11,1,17719,14459
2016-01-11,2,17017,14070
2016-01-11,3,16956,13990
2016-01-11,4,17060,14091
2016-01-11,5,17948,14465
2016-01-11,6,18345,15214
2016-01-11,7,19797,16653
2016-01-11,8,21327,18165
2016-01-11,9,21246,18164
2016-01-11,10,20747,17840
2016-01-11,11,20682,17709
2016-01-11,12,20885,17857
2016-01-11,13,20582,17626
2016-01-11,14,21088,17781
2016-01-11,15,21066,17767
2016-01-11,16,21288,18175
2016-01-11,17,21844,19224
2016-01-11,18,22696,20347
2016-01-11,19,22783,20494
2016-01-11,20,22812,20314
2016-01-11,21,22576,19938
2016-01-11,22,21789,19109
2016-01-11,23,20831,17982
2016-01-11,24,19282,16643
2016-01-12,1,18965,15705
2016-01-12,2,18718,15365
2016-01-12,3,18606,15204
2016-01-12,4,18800,15039
2016-01-12,5,18800,15003
2016-01-12,6,18957,15616
2016-01-12,7,19941,16899
2016-01-12,8,21557,18563
2016-01-12,9,21747,18699
2016-01-12,10,21925,18575
2016-01-12,11,21803,18480
2016-01-12,12,21864,18512
2016-01-12,13,21554,18312
2016-01-12,14,21614,18262
2016-01-12,15,21653,18271
2016-01-12,16,21766,18369
2016-01-12,17,22499,19022
2016-01-12,18,23615,20144
2016-01-12,19,23542,20186
2016-01-12,20,23398,19925
2016-01-12,21,22978,19507
