\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2007,,,
Date,Hour,Market Demand,Ontario Demand
2007-01-01,1,15877,14850
2007-01-01,2,15621,14142
2007-01-01,3,15007,13464
2007-01-01,4,14494,12992
2007-01-01,5,14440,12977
2007-01-01,6,14658,12941
2007-01-01,7,14925,13323
2007-01-01,8,14864,13464
2007-01-01,9,14512,13555
2007-01-01,10,14797,13830
2007-01-01,11,15177,14271
2007-01-01,12,16082,14750
2007-01-01,13,16318,15098
2007-01-01,14,16364,15154
2007-01-01,15,16592,15307
2007-01-01,16,16666,15631
2007-01-01,17,17788,16593
2007-01-01,18,18700,17665
2007-01-01,19,18532,17407
2007-01-01,20,18459,17102
2007-01-01,21,18241,16885
2007-01-01,22,17374,16379
2007-01-01,23,16571,15564
2007-01-01,24,15532,14780
2007-01-02,1,15364,14144
2007-01-02,2,14778,13832
2007-01-02,3,14452,13698
2007-01-02,4,14297,13602
2007-01-02,5,14599,13816
2007-01-02,6,15709,14366
2007-01-02,7,16942,15543
2007-01-02,8,18282,17069
2007-01-02,9,18882,17684
2007-01-02,10,19075,18052
2007-01-02,11,19546,18368
2007-01-02,12,19374,18567
2007-01-02,13,19293,18581
2007-01-02,14,19228,18516
2007-01-02,15,18875,18223
2007-01-02,16,18960,18313
2007-01-02,17,19584,18937
2007-01-02,18,21414,20342
2007-01-02,19,21624,20544
2007-01-02,20,20646,19944
2007-01-02,21,20275,19518
2007-01-02,22,19438,18753
2007-01-02,23,18503,17503
2007-01-02,24,17303,16357
2007-01-03,1,16473,15384
2007-01-03,2,16047,14886
2007-01-03,3,15574,14563
2007-01-03,4,15736,14536
2007-01-03,5,16070,14670
2007-01-03,6,16648,15248
2007-01-03,7,17827,16357
2007-01-03,8,18811,17709
2007-01-03,9,19630,18407
2007-01-03,10,20022,18642
2007-01-03,11,20049,18794
2007-01-03,12,20147,18920
2007-01-03,13,19816,18848
2007-01-03,14,19481,18617
2007-01-03,15,19327,18500
2007-01-03,16,19239,18471
2007-01-03,17,20153,19056
2007-01-03,18,21294,20426
2007-01-03,19,21418,20527
2007-01-03,20,20764,20002
2007-01-03,21,20302,19420
2007-01-03,22,19388,18576
2007-01-03,23,18191,17386
2007-01-03,24,17217,16214
2007-01-04,1,16253,15288
2007-01-04,2,16164,14864
2007-01-04,3,16030,14487
2007-01-04,4,15464,14271
2007-01-04,5,15918,14455
2007-01-04,6,16499,14993
2007-01-04,7,17711,15959
2007-01-04,8,18638,17346
2007-01-04,9,19142,17997
2007-01-04,10,19151,18241
2007-01-04,11,19302,18311
2007-01-04,12,19064,18352
2007-01-04,13,18846,18284
2007-01-04,14,19041,18154
2007-01-04,15,18793,18031
2007-01-04,16,19163,18181
2007-01-04,17,20267,18925
2007-01-04,18,21172,20305
2007-01-04,19,20989,20061
2007-01-04,20,20854,19516
2007-01-04,21,20320,19043
2007-01-04,22,19169,18091
2007-01-04,23,18122,17026
2007-01-04,24,16813,15758
2007-01-05,1,15923,14922
2007-01-05,2,15434,14338
2007-01-05,3,15245,14085
2007-01-05,4,15483,13993
2007-01-05,5,15746,14055
2007-01-05,6,15990,14517
2007-01-05,7,17072,15520
2007-01-05,8,18308,17005
2007-01-05,9,19109,17824
2007-01-05,10,19442,18144
2007-01-05,11,19694,18471
2007-01-05,12,19814,18745
2007-01-05,13,19778,18650
2007-01-05,14,19674,18614
2007-01-05,15,19453,18495
2007-01-05,16,19593,18365
2007-01-05,17,20097,18858
2007-01-05,18,21052,19728
2007-01-05,19,20843,19411
2007-01-05,20,20201,18911
2007-01-05,21,19651,18389
2007-01-05,22,18994,17731
2007-01-05,23,17786,16573
2007-01-05,24,16532,15491
2007-01-06,1,15681,14509
2007-01-06,2,15170,13876
2007-01-06,3,15155,13451
2007-01-06,4,15053,13259
2007-01-06,5,14913,13133
2007-01-06,6,14778,13244
2007-01-06,7,14852,13722
2007-01-06,8,15247,14485
2007-01-06,9,15743,15231
2007-01-06,10,16931,16119
2007-01-06,11,17935,16853
2007-01-06,12,18269,17157
2007-01-06,13,17965,17128
2007-01-06,14,17686,16859
2007-01-06,15,17293,16581
2007-01-06,16,17316,16564
2007-01-06,17,18148,17248
2007-01-06,18,19336,18339
2007-01-06,19,19372,18314
2007-01-06,20,18824,17798
2007-01-06,21,18299,17259
2007-01-06,22,17796,16777
2007-01-06,23,16881,16024
2007-01-06,24,16076,15136
2007-01-07,1,15425,14385
2007-01-07,2,15303,13870
2007-01-07,3,15276,13534
2007-01-07,4,14997,13283
2007-01-07,5,14897,13332
2007-01-07,6,14883,13453
2007-01-07,7,15082,13788
2007-01-07,8,15838,14361
2007-01-07,9,16179,14836
2007-01-07,10,16492,15467
2007-01-07,11,16753,15943
2007-01-07,12,17114,16227
2007-01-07,13,17264,16402
2007-01-07,14,17561,16523
2007-01-07,15,17330,16492
2007-01-07,16,17490,16790
2007-01-07,17,18728,17951
2007-01-07,18,20109,19030
2007-01-07,19,19893,18814
2007-01-07,20,19286,18303
2007-01-07,21,18918,17989
2007-01-07,22,18246,17417
2007-01-07,23,17237,16475
2007-01-07,24,16530,15599
2007-01-08,1,15960,14783
2007-01-08,2,15625,14474
2007-01-08,3,15593,14319
2007-01-08,4,15406,14307
2007-01-08,5,15566,14490
2007-01-08,6,16380,15153
2007-01-08,7,18200,16655
2007-01-08,8,19911,18725
2007-01-08,9,20655,19216
2007-01-08,10,20917,19350
2007-01-08,11,20743,19496
2007-01-08,12,20787,19457
2007-01-08,13,20856,19343
2007-01-08,14,20827,19400
2007-01-08,15,20957,19267
2007-01-08,16,20646,19365
2007-01-08,17,21322,20430
2007-01-08,18,23335,21617
2007-01-08,19,22867,21310
2007-01-08,20,22353,20857
2007-01-08,21,21412,20206
2007-01-08,22,20130,19323
2007-01-08,23,18923,18016
2007-01-08,24,17587,16661
2007-01-09,1,16461,15715
2007-01-09,2,16155,15324
2007-01-09,3,15827,15029
2007-01-09,4,15951,14925
2007-01-09,5,15981,15128
2007-01-09,6,16872,15726
2007-01-09,7,18357,17218
2007-01-09,8,20142,19199
2007-01-09,9,20494,19522
2007-01-09,10,20392,19469
2007-01-09,11,20432,19451
2007-01-09,12,20338,19454
2007-01-09,13,20201,19292
2007-01-09,14,20384,19411
2007-01-09,15,20321,19387
2007-01-09,16,20318,19484
2007-01-09,17,21159,20385
2007-01-09,18,22475,21716
2007-01-09,19,22594,21663
2007-01-09,20,22188,21161
2007-01-09,21,21525,20641
2007-01-09,22,20746,19747
2007-01-09,23,19304,18461
2007-01-09,24,18339,17113
2007-01-10,1,17320,16201
2007-01-10,2,16927,16109
2007-01-10,3,16517,15792
2007-01-10,4,16502,15819
2007-01-10,5,16996,15967
2007-01-10,6,17902,16623
2007-01-10,7,19401,18022
2007-01-10,8,20866,20051
2007-01-10,9,21341,20470
2007-01-10,10,20851,20247
2007-01-10,11,20744,20345
2007-01-10,12,20698,20304
2007-01-10,13,20375,20097
2007-01-10,14,20638,19954
2007-01-10,15,20326,19864
2007-01-10,16,20680,20143
