\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2015,,,
Date,Hour,Market Demand,Ontario Demand
2015-01-01,1,18358,14960
2015-01-01,2,18012,14476
2015-01-01,3,17795,13979
2015-01-01,4,17559,13670
2015-01-01,5,17402,13567
2015-01-01,6,17520,13787
2015-01-01,7,17698,13944
2015-01-01,8,18103,14244
2015-01-01,9,18119,14363
2015-01-01,10,18827,14846
2015-01-01,11,18968,15331
2015-01-01,12,18813,15637
2015-01-01,13,19194,15840
2015-01-01,14,19344,15977
2015-01-01,15,19156,16030
2015-01-01,16,19182,16139
2015-01-01,17,19663,16682
2015-01-01,18,20678,18002
2015-01-01,19,20522,17664
2015-01-01,20,20237,17337
2015-01-01,21,19967,16961
2015-01-01,22,19343,16317
2015-01-01,23,18699,15504
2015-01-01,24,17941,14682
2015-01-02,1,17666,14037
2015-01-02,2,17566,13548
2015-01-02,3,17460,13410
2015-01-02,4,17218,13344
2015-01-02,5,16872,13420
2015-01-02,6,16945,13825
2015-01-02,7,17563,14718
2015-01-02,8,18742,15747
2015-01-02,9,19051,16090
2015-01-02,10,19411,16321
2015-01-02,11,19173,16037
2015-01-02,12,19294,16045
2015-01-02,13,19395,15998
2015-01-02,14,19420,15932
2015-01-02,15,19402,16097
2015-01-02,16,19871,16436
2015-01-02,17,20254,17361
2015-01-02,18,21749,18821
2015-01-02,19,21269,18657
2015-01-02,20,21002,18453
2015-01-02,21,20529,18230
2015-01-02,22,19812,17760
2015-01-02,23,19451,16977
2015-01-02,24,18357,15799
2015-01-03,1,17665,14999
2015-01-03,2,17419,14369
2015-01-03,3,17146,13972
2015-01-03,4,16871,13721
2015-01-03,5,16891,13664
2015-01-03,6,17083,13869
2015-01-03,7,17527,14473
2015-01-03,8,18286,15202
2015-01-03,9,18815,15787
2015-01-03,10,19282,16268
2015-01-03,11,19829,17070
2015-01-03,12,20200,17428
2015-01-03,13,20623,17652
2015-01-03,14,19982,17483
2015-01-03,15,19982,17428
2015-01-03,16,20130,17540
2015-01-03,17,20474,18380
2015-01-03,18,21618,19538
2015-01-03,19,21162,19234
2015-01-03,20,20448,18580
2015-01-03,21,20074,17992
2015-01-03,22,19293,17343
2015-01-03,23,18678,16536
2015-01-03,24,18350,15628
2015-01-04,1,17611,14600
2015-01-04,2,17154,13964
2015-01-04,3,16833,13577
2015-01-04,4,16407,13364
2015-01-04,5,16372,13392
2015-01-04,6,16268,13545
2015-01-04,7,16830,13968
2015-01-04,8,17383,14563
2015-01-04,9,17804,15057
2015-01-04,10,17981,15374
2015-01-04,11,18611,15940
2015-01-04,12,19062,16277
2015-01-04,13,19424,16578
2015-01-04,14,19520,16469
2015-01-04,15,19718,16648
2015-01-04,16,19695,16737
2015-01-04,17,20272,17757
2015-01-04,18,21010,18691
2015-01-04,19,21003,18499
2015-01-04,20,20666,18110
2015-01-04,21,20397,17695
2015-01-04,22,20216,17251
2015-01-04,23,19235,16313
2015-01-04,24,18419,15317
2015-01-05,1,17510,14711
2015-01-05,2,17183,14434
2015-01-05,3,17055,14346
2015-01-05,4,17200,14501
2015-01-05,5,17708,14839
2015-01-05,6,18485,15607
2015-01-05,7,19645,17025
2015-01-05,8,20927,18591
2015-01-05,9,21087,18713
2015-01-05,10,21139,18640
2015-01-05,11,21227,18552
2015-01-05,12,21085,18580
2015-01-05,13,21082,18431
2015-01-05,14,21231,18485
2015-01-05,15,21180,18343
2015-01-05,16,21470,18794
2015-01-05,17,22655,19897
2015-01-05,18,23775,20938
2015-01-05,19,23846,20999
2015-01-05,20,23933,20790
2015-01-05,21,23805,20427
2015-01-05,22,22805,19836
2015-01-05,23,21497,18886
2015-01-05,24,19805,17619
2015-01-06,1,19192,16541
2015-01-06,2,18473,16058
2015-01-06,3,18255,15873
2015-01-06,4,18539,15898
2015-01-06,5,19262,16036
2015-01-06,6,19230,16591
2015-01-06,7,20615,18078
2015-01-06,8,22090,19529
2015-01-06,9,22469,19692
2015-01-06,10,22485,19539
2015-01-06,11,22642,19382
2015-01-06,12,22815,19207
2015-01-06,13,22319,19035
2015-01-06,14,22487,18966
2015-01-06,15,22549,19067
2015-01-06,16,22591,19134
2015-01-06,17,23187,19581
2015-01-06,18,23942,20593
2015-01-06,19,24073,20461
2015-01-06,20,24450,20374
2015-01-06,21,23947,20046
2015-01-06,22,23278,19602
2015-01-06,23,21694,18456
2015-01-06,24,20140,17159
2015-01-07,1,19638,16266
2015-01-07,2,19277,15851
2015-01-07,3,18995,15697
2015-01-07,4,19005,15844
2015-01-07,5,19002,15856
