\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2012,,,
Date,Hour,Market Demand,Ontario Demand
2012-01-01,1,14571,13710
2012-01-01,2,14076,13285
2012-01-01,3,14106,12905
2012-01-01,4,14066,12608
2012-01-01,5,13895,12439
2012-01-01,6,14289,12513
2012-01-01,7,14326,12766
2012-01-01,8,14951,13007
2012-01-01,9,14849,13286
2012-01-01,10,15292,13710
2012-01-01,11,15779,14194
2012-01-01,12,16079,14734
2012-01-01,13,16399,15099
2012-01-01,14,16605,15268
2012-01-01,15,16258,15218
2012-01-01,16,16470,15315
2012-01-01,17,16545,15983
2012-01-01,18,17335,16747
2012-01-01,19,17482,16569
2012-01-01,20,17132,16297
2012-01-01,21,17136,16061
2012-01-01,22,16805,15765
2012-01-01,23,16383,15101
2012-01-01,24,15733,14257
2012-01-02,1,14633,13497
2012-01-02,2,14014,12980
2012-01-02,3,13722,12929
2012-01-02,4,13680,12810
2012-01-02,5,14144,12782
2012-01-02,6,14909,13024
2012-01-02,7,15306,13810
2012-01-02,8,15926,14804
2012-01-02,9,16377,15387
2012-01-02,10,16830,15810
2012-01-02,11,17121,16431
2012-01-02,12,17500,16601
2012-01-02,13,17447,16882
2012-01-02,14,17591,16781
2012-01-02,15,17319,16769
2012-01-02,16,17765,16945
2012-01-02,17,18667,17984
2012-01-02,18,21092,19450
2012-01-02,19,21231,19471
2012-01-02,20,20732,19180
2012-01-02,21,20083,18943
2012-01-02,22,19073,18183
2012-01-02,23,18005,17165
2012-01-02,24,16609,16188
2012-01-03,1,16654,15412
2012-01-03,2,16319,15045
2012-01-03,3,16287,14714
2012-01-03,4,16078,14792
2012-01-03,5,16540,15039
2012-01-03,6,17353,15789
2012-01-03,7,19133,17016
2012-01-03,8,21381,18369
2012-01-03,9,21660,18782
2012-01-03,10,21783,19086
2012-01-03,11,21446,19271
2012-01-03,12,20748,19299
2012-01-03,13,20620,19366
2012-01-03,14,20765,19419
2012-01-03,15,20841,19284
2012-01-03,16,21136,19419
2012-01-03,17,22149,20272
2012-01-03,18,23042,21550
2012-01-03,19,23157,21847
2012-01-03,20,23413,21415
2012-01-03,21,23213,20922
2012-01-03,22,22054,20177
2012-01-03,23,20356,19046
2012-01-03,24,18762,17891
2012-01-04,1,18043,16816
2012-01-04,2,17483,16177
2012-01-04,3,17083,15795
2012-01-04,4,17014,15711
2012-01-04,5,17131,15738
2012-01-04,6,18094,16322
2012-01-04,7,19711,17371
2012-01-04,8,21554,18494
2012-01-04,9,21475,18881
2012-01-04,10,21287,19054
2012-01-04,11,21235,19135
2012-01-04,12,20571,18982
2012-01-04,13,20475,19079
2012-01-04,14,20636,18995
2012-01-04,15,20528,18962
2012-01-04,16,20628,19057
2012-01-04,17,21787,19876
2012-01-04,18,22963,20812
2012-01-04,19,22746,20506
2012-01-04,20,22256,20066
2012-01-04,21,21766,19580
2012-01-04,22,20485,18753
2012-01-04,23,19018,17597
