\\Hourly Demand Report,,,
\\Created at 2019-01-31 07:30:09,,,
\\For 2018,,,
Date,Hour,Market Demand,Ontario Demand
2018-01-01,1,18974,16627
2018-01-01,2,18447,16084
2018-01-01,3,18453,15866
2018-01-01,4,18662,15725
2018-01-01,5,18060,15470
2018-01-01,6,18429,15502
2018-01-01,7,19137,15750
2018-01-01,8,19470,15887
2018-01-01,9,19333,15923
2018-01-01,10,19816,16381
2018-01-01,11,19667,16672
2018-01-01,12,19682,16720
2018-01-01,13,19621,16839
2018-01-01,14,19600,16772
2018-01-01,15,19605,16868
2018-01-01,16,20561,17314
2018-01-01,17,21717,18081
2018-01-01,18,23149,19339
2018-01-01,19,22944,19249
2018-01-01,20,22851,18960
2018-01-01,21,22468,18663
2018-01-01,22,21678,18074
2018-01-01,23,20233,17218
2018-01-01,24,19408,16356
2018-01-02,1,19138,15809
2018-01-02,2,18169,15465
2018-01-02,3,18272,15255
2018-01-02,4,18064,15236
2018-01-02,5,18484,15275
2018-01-02,6,19221,15726
2018-01-02,7,20418,16874
2018-01-02,8,21870,17897
2018-01-02,9,22284,18232
2018-01-02,10,22603,18739
2018-01-02,11,23242,19030
2018-01-02,12,22869,19126
2018-01-02,13,22442,18984
2018-01-02,14,21919,18873
2018-01-02,15,21872,18753
2018-01-02,16,22010,18883
2018-01-02,17,22985,19396
2018-01-02,18,24161,20331
2018-01-02,19,23960,19890
2018-01-02,20,23865,19937
2018-01-02,21,23367,19633
2018-01-02,22,21823,18816
2018-01-02,23,20146,17792
2018-01-02,24,19628,16921
2018-01-03,1,19030,16277
2018-01-03,2,18844,15835
2018-01-03,3,18504,15606
2018-01-03,4,18315,15554
2018-01-03,5,18757,15656
2018-01-03,6,19379,16088
2018-01-03,7,20617,17140
2018-01-03,8,21698,18148
2018-01-03,9,21990,18464
2018-01-03,10,22435,18933
2018-01-03,11,22662,19013
2018-01-03,12,22274,18830
2018-01-03,13,22384,18804
2018-01-03,14,22441,18848
2018-01-03,15,22577,18860
2018-01-03,16,22805,19119
2018-01-03,17,23689,19471
2018-01-03,18,24490,20380
2018-01-03,19,24010,20108
2018-01-03,20,23590,20005
2018-01-03,21,23295,19754
2018-01-03,22,22638,19002
2018-01-03,23,21469,18102
2018-01-03,24,19829,16963
2018-01-04,1,18662,16223
2018-01-04,2,18461,15787
2018-01-04,3,18096,15467
2018-01-04,4,17847,15185
2018-01-04,5,18191,15412
2018-01-04,6,19063,15902
2018-01-04,7,20693,17158
2018-01-04,8,21939,18198
2018-01-04,9,22316,18537
2018-01-04,10,22367,18760
2018-01-04,11,22378,18699
2018-01-04,12,22337,18639
2018-01-04,13,22253,18537
2018-01-04,14,22152,18546
2018-01-04,15,21673,18299
2018-01-04,16,22234,18613
2018-01-04,17,22757,19028
2018-01-04,18,23866,19935
2018-01-04,19,23622,19930
2018-01-04,20,23677,19980
2018-01-04,21,23391,19856
2018-01-04,22,23095,19678
2018-01-04,23,21847,18889
2018-01-04,24,20603,17940
2018-01-05,1,19752,17475
2018-01-05,2,19217,16808
2018-01-05,3,19237,16679
2018-01-05,4,19273,16620
2018-01-05,5,19194,16706
2018-01-05,6,19993,17173
2018-01-05,7,21096,18123
2018-01-05,8,22149,19177
2018-01-05,9,22797,19660
2018-01-05,10,23030,19836
2018-01-05,11,23281,19789
2018-01-05,12,23073,19773
2018-01-05,13,22737,19585
2018-01-05,14,22802,19503
2018-01-05,15,22763,19430
2018-01-05,16,22751,19647
2018-01-05,17,23057,20022
2018-01-05,18,24158,20906
2018-01-05,19,24185,20706
2018-01-05,20,23571,20429
2018-01-05,21,23802,20276
2018-01-05,22,23320,19754
2018-01-05,23,22111,18914
2018-01-05,24,21347,18064
2018-01-06,1,20432,17293
2018-01-06,2,19959,16937
2018-01-06,3,19524,16505
2018-01-06,4,19633,16599
2018-01-06,5,19752,16647
2018-01-06,6,19906,16764
2018-01-06,7,20231,17155
2018-01-06,8,21117,17841
2018-01-06,9,21936,18703
2018-01-06,10,22250,19116
2018-01-06,11,22355,19225
2018-01-06,12,22877,19340
2018-01-06,13,22640,19153
2018-01-06,14,22368,18895
2018-01-06,15,22394,18781
2018-01-06,16,22775,19077
2018-01-06,17,23253,19741
2018-01-06,18,24125,20768
2018-01-06,19,22845,20217
2018-01-06,20,22817,19782
2018-01-06,21,22951,19725
2018-01-06,22,23014,19538
2018-01-06,23,21983,18723
2018-01-06,24,21033,17819
2018-01-07,1,20506,17015
2018-01-07,2,19934,16531
2018-01-07,3,19518,16240
2018-01-07,4,19094,16103
2018-01-07,5,19062,16031
2018-01-07,6,19090,16095
2018-01-07,7,19448,16439
2018-01-07,8,19799,16797
2018-01-07,9,20384,17181
2018-01-07,10,20842,17757
2018-01-07,11,21097,18095
2018-01-07,12,21871,18351
2018-01-07,13,22299,18486
2018-01-07,14,22023,18714
2018-01-07,15,22360,18784
2018-01-07,16,22458,18833
2018-01-07,17,23335,19370
2018-01-07,18,24439,20429
2018-01-07,19,23954,19967
2018-01-07,20,23709,19363
2018-01-07,21,22909,18821
2018-01-07,22,21703,18019
2018-01-07,23,20609,17172
2018-01-07,24,19697,16221
2018-01-08,1,18439,15521
2018-01-08,2,18057,15129
2018-01-08,3,17697,14916
2018-01-08,4,17765,14880
2018-01-08,5,17736,14919
2018-01-08,6,18389,15426
2018-01-08,7,19038,16606
2018-01-08,8,20243,17913
2018-01-08,9,20371,18029
2018-01-08,10,20351,18047
2018-01-08,11,20725,18239
2018-01-08,12,20741,18177
2018-01-08,13,20657,18185
2018-01-08,14,21392,18242
2018-01-08,15,21328,18245
2018-01-08,16,21169,18103
2018-01-08,17,21403,18502
2018-01-08,18,22305,19355
2018-01-08,19,22089,19080
2018-01-08,20,21741,18840
2018-01-08,21,21309,18477
2018-01-08,22,20820,17814
2018-01-08,23,19320,16740
2018-01-08,24,18222,15681
2018-01-09,1,17430,14900
2018-01-09,2,17014,14375
2018-01-09,3,16805,14203
2018-01-09,4,16683,14134
2018-01-09,5,16808,14246
2018-01-09,6,17042,14863
2018-01-09,7,18154,16195
2018-01-09,8,19809,17635
2018-01-09,9,19795,17553
2018-01-09,10,19720,17577
2018-01-09,11,19657,17574
2018-01-09,12,19686,17652
2018-01-09,13,20027,17417
2018-01-09,14,20140,17600
2018-01-09,15,20010,17726
2018-01-09,16,20208,18005
2018-01-09,17,20960,18566
2018-01-09,18,22106,19548
2018-01-09,19,21816,19229
2018-01-09,20,21631,19117
2018-01-09,21,21197,18712
2018-01-09,22,20690,18074
2018-01-09,23,19206,16986
2018-01-09,24,18354,15863
2018-01-10,1,17660,15104
2018-01-10,2,17712,14699
2018-01-10,3,17663,14497
2018-01-10,4,17897,14508
2018-01-10,5,17826,14674
