\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2008,,,
Date,Hour,Market Demand,Ontario Demand
2008-01-01,1,16747,15181
2008-01-01,2,16047,14610
2008-01-01,3,15988,14151
2008-01-01,4,15464,13926
2008-01-01,5,15236,13670
2008-01-01,6,15445,13798
2008-01-01,7,15657,14327
2008-01-01,8,16139,14589
2008-01-01,9,16288,14714
2008-01-01,10,16519,15145
2008-01-01,11,17080,15706
2008-01-01,12,17466,16092
2008-01-01,13,17641,16367
2008-01-01,14,17712,16438
2008-01-01,15,17650,16376
2008-01-01,16,17908,16637
2008-01-01,17,19027,17396
2008-01-01,18,20502,18751
2008-01-01,19,20911,18737
2008-01-01,20,20537,18386
2008-01-01,21,20066,18114
2008-01-01,22,19296,17645
2008-01-01,23,18375,16832
2008-01-01,24,17271,15965
2008-01-02,1,16616,15392
2008-01-02,2,16590,15116
2008-01-02,3,16516,15042
2008-01-02,4,16357,15083
2008-01-02,5,16681,15335
2008-01-02,6,17696,15926
2008-01-02,7,19549,17384
2008-01-02,8,21382,18860
2008-01-02,9,22296,19473
2008-01-02,10,22810,19921
2008-01-02,11,22944,20124
2008-01-02,12,22951,20242
2008-01-02,13,23136,20266
2008-01-02,14,23420,20243
2008-01-02,15,23388,20154
2008-01-02,16,23425,20215
2008-01-02,17,24148,20974
2008-01-02,18,25606,22246
2008-01-02,19,25907,22300
2008-01-02,20,25421,21815
2008-01-02,21,24568,21264
2008-01-02,22,23958,20524
2008-01-02,23,23172,19315
2008-01-02,24,20283,18356
2008-01-03,1,19914,17606
2008-01-03,2,19366,17139
2008-01-03,3,18848,16932
2008-01-03,4,19152,16766
2008-01-03,5,18996,16932
2008-01-03,6,19965,17259
2008-01-03,7,21081,18542
2008-01-03,8,24219,20060
2008-01-03,9,24500,20617
2008-01-03,10,24908,20834
2008-01-03,11,24573,20823
2008-01-03,12,24409,20629
2008-01-03,13,24104,20599
2008-01-03,14,24059,20484
2008-01-03,15,24682,20581
2008-01-03,16,24903,20787
2008-01-03,17,25227,21333
2008-01-03,18,27210,22716
2008-01-03,19,27154,22627
2008-01-03,20,26461,22086
2008-01-03,21,25682,21541
2008-01-03,22,24836,20658
2008-01-03,23,23489,19460
2008-01-03,24,20891,18127
2008-01-04,1,20374,17117
2008-01-04,2,19805,16691
2008-01-04,3,19383,16317
2008-01-04,4,19310,16215
2008-01-04,5,19790,16420
2008-01-04,6,20442,16882
2008-01-04,7,21384,17887
2008-01-04,8,23986,19212
2008-01-04,9,24228,19736
2008-01-04,10,24214,19941
2008-01-04,11,24559,20414
2008-01-04,12,23752,20241
2008-01-04,13,23348,19991
2008-01-04,14,23258,19859
2008-01-04,15,22830,19622
2008-01-04,16,23023,19505
2008-01-04,17,23599,19859
2008-01-04,18,25225,21247
2008-01-04,19,25420,21167
2008-01-04,20,24626,20509
2008-01-04,21,24030,19936
2008-01-04,22,23132,19203
2008-01-04,23,21522,18150
2008-01-04,24,18827,16997
2008-01-05,1,17771,15943
2008-01-05,2,17748,15383
2008-01-05,3,17184,15085
2008-01-05,4,17219,14957
2008-01-05,5,17334,14962
2008-01-05,6,17629,15202
2008-01-05,7,17684,15708
2008-01-05,8,18305,16274
2008-01-05,9,18510,16819
2008-01-05,10,19431,17658
2008-01-05,11,20167,18014
2008-01-05,12,19809,18151
2008-01-05,13,19673,18138
2008-01-05,14,19850,18066
2008-01-05,15,19673,18008
2008-01-05,16,19428,17963
2008-01-05,17,20457,18496
2008-01-05,18,21640,19635
2008-01-05,19,21681,19377
2008-01-05,20,20758,18656
2008-01-05,21,19882,17996
2008-01-05,22,19474,17494
2008-01-05,23,18656,16707
2008-01-05,24,17604,15782
2008-01-06,1,17202,14928
2008-01-06,2,16602,14327
2008-01-06,3,16248,13902
2008-01-06,4,15718,13710
2008-01-06,5,15432,13774
2008-01-06,6,15741,13883
2008-01-06,7,16231,14327
2008-01-06,8,16664,14866
2008-01-06,9,17142,15520
2008-01-06,10,17586,16128
2008-01-06,11,17841,16640
2008-01-06,12,18184,17158
2008-01-06,13,18356,17279
