"Station Name","KILLARNEY (AUT)"
"Province","ONTARIO"
"Latitude","45.97"
"Longitude","-81.48"
"Elevation","196.30"
"Climate Identifier","605DJ25"
"WMO Identifier","71460"
"TC Identifier","WBE"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2001-07-01 00:00","2001","07","01","00:00","19.5","","15.2","","76","","19","","13","","15.0","","98.48","","","","","","NA"
"2001-07-01 01:00","2001","07","01","01:00","20.4","","14.5","","69","","21","","13","","15.0","","98.41","","","","","","NA"
"2001-07-01 02:00","2001","07","01","02:00","19.8","","14.4","","71","","19","","17","","15.0","","98.36","","","","","","NA"
"2001-07-01 03:00","2001","07","01","03:00","19.4","","14.2","","72","","23","","22","","15.0","","98.32","","","","","","NA"
"2001-07-01 04:00","2001","07","01","04:00","18.5","","13.4","","72","","24","","30","","15.0","","98.28","","","","","","NA"
"2001-07-01 05:00","2001","07","01","05:00","18.1","","7.2","","49","","26","","33","","15.0","","98.37","","","","","","NA"
"2001-07-01 06:00","2001","07","01","06:00","17.4","","3.3","","39","","26","","35","","15.0","","98.41","","","","","","NA"
"2001-07-01 07:00","2001","07","01","07:00","15.1","","0.5","","37","","24","","46","","15.0","","98.46","","","","","","NA"
"2001-07-01 08:00","2001","07","01","08:00","13.1","","3.2","","51","","24","","48","","15.0","","98.50","","","","","","NA"
"2001-07-01 09:00","2001","07","01","09:00","13.1","","0.8","","43","","26","","37","","15.0","","98.52","","","","","","NA"
"2001-07-01 10:00","2001","07","01","10:00","13.0","","0.4","","42","","27","","37","","15.0","","98.63","","","","","","NA"
"2001-07-01 11:00","2001","07","01","11:00","12.5","","0.9","","45","","28","","30","","15.0","","98.73","","","","","","NA"
"2001-07-01 12:00","2001","07","01","12:00","13.3","","1.0","","43","","27","","35","","15.0","","98.82","","","","","","NA"
"2001-07-01 13:00","2001","07","01","13:00","12.9","","-0.1","","41","","30","","32","","15.0","","98.91","","","","","","NA"
"2001-07-01 14:00","2001","07","01","14:00","12.5","","-1.2","","39","","28","","28","","15.0","","98.97","","","","","","NA"
"2001-07-01 15:00","2001","07","01","15:00","12.8","","-0.9","","39","","27","","32","","15.0","","99.04","","","","","","NA"
"2001-07-01 16:00","2001","07","01","16:00"
"2001-07-01 17:00","2001","07","01","17:00"
"2001-07-01 18:00","2001","07","01","18:00"
"2001-07-01 19:00","2001","07","01","19:00"
"2001-07-01 20:00","2001","07","01","20:00"
"2001-07-01 21:00","2001","07","01","21:00"
"2001-07-01 22:00","2001","07","01","22:00"
"2001-07-01 23:00","2001","07","01","23:00"
"2001-07-02 00:00","2001","07","02","00:00"
"2001-07-02 01:00","2001","07","02","01:00"
"2001-07-02 02:00","2001","07","02","02:00"
"2001-07-02 03:00","2001","07","02","03:00"
"2001-07-02 04:00","2001","07","02","04:00"
"2001-07-02 05:00","2001","07","02","05:00"
"2001-07-02 06:00","2001","07","02","06:00"
"2001-07-02 07:00","2001","07","02","07:00"
"2001-07-02 08:00","2001","07","02","08:00"
"2001-07-02 09:00","2001","07","02","09:00"
"2001-07-02 10:00","2001","07","02","10:00"
"2001-07-02 11:00","2001","07","02","11:00"
"2001-07-02 12:00","2001","07","02","12:00"
"2001-07-02 13:00","2001","07","02","13:00"
"2001-07-02 14:00","2001","07","02","14:00"
"2001-07-02 15:00","2001","07","02","15:00"
"2001-07-02 16:00","2001","07","02","16:00"
"2001-07-02 17:00","2001","07","02","17:00"
"2001-07-02 18:00","2001","07","02","18:00"
"2001-07-02 19:00","2001","07","02","19:00"
"2001-07-02 20:00","2001","07","02","20:00"
"2001-07-02 21:00","2001","07","02","21:00"
"2001-07-02 22:00","2001","07","02","22:00"
"2001-07-02 23:00","2001","07","02","23:00"
"2001-07-03 00:00","2001","07","03","00:00"
"2001-07-03 01:00","2001","07","03","01:00"
"2001-07-03 02:00","2001","07","03","02:00"
"2001-07-03 03:00","2001","07","03","03:00"
"2001-07-03 04:00","2001","07","03","04:00"
"2001-07-03 05:00","2001","07","03","05:00"
"2001-07-03 06:00","2001","07","03","06:00"
"2001-07-03 07:00","2001","07","03","07:00"
"2001-07-03 08:00","2001","07","03","08:00"
"2001-07-03 09:00","2001","07","03","09:00"
"2001-07-03 10:00","2001","07","03","10:00"
"2001-07-03 11:00","2001","07","03","11:00"
"2001-07-03 12:00","2001","07","03","12:00"
"2001-07-03 13:00","2001","07","03","13:00"
"2001-07-03 14:00","2001","07","03","14:00"
"2001-07-03 15:00","2001","07","03","15:00"
"2001-07-03 16:00","2001","07","03","16:00"
"2001-07-03 17:00","2001","07","03","17:00"
"2001-07-03 18:00","2001","07","03","18:00"
"2001-07-03 19:00","2001","07","03","19:00"
"2001-07-03 20:00","2001","07","03","20:00"
"2001-07-03 21:00","2001","07","03","21:00"
"2001-07-03 22:00","2001","07","03","22:00"
"2001-07-03 23:00","2001","07","03","23:00"
"2001-07-04 00:00","2001","07","04","00:00"
"2001-07-04 01:00","2001","07","04","01:00"
"2001-07-04 02:00","2001","07","04","02:00"
"2001-07-04 03:00","2001","07","04","03:00"
"2001-07-04 04:00","2001","07","04","04:00"
"2001-07-04 05:00","2001","07","04","05:00"
