,temp_min,temp_max,temp_mean,temp_median,temp_max_hour,temp_min_hour,dew_point_temp_min,dew_point_temp_max,dew_point_temp_mean,dew_point_temp_median,dew_point_temp_max_hour,dew_point_temp_min_hour,rel_hum_min,rel_hum_max,rel_hum_mean,rel_hum_median,rel_hum_max_hour,rel_hum_min_hour,visibility_min,visibility_max,visibility_mean,visibility_median,visibility_max_hour,visibility_min_hour,press_min,press_max,press_mean,press_median,press_max_hour,press_min_hour,hmdxx_min,hmdxx_max,hmdxx_mean,hmdxx_median,hmdxx_max_hour,hmdxx_min_hour,sun_set,sun_rise,hmdxx_median-1,day_of_week,week_of_year,workday_before_stat_hol,workday_after_stat_hol,daily_peak,year
1994-06-08,7.2,16.8,12.183333333333335,11.5,14.0,5.0,0.4,6.8,4.5583333333333345,5.199999999999999,0.0,18.0,36.0,88.0,62.166666666666664,63.0,5.0,18.0,25.0,40.2,34.50000000000001,40.2,5.0,0.0,99.39,99.79,99.65833333333335,99.69,11.0,0.0,6.626909929545523,15.363200566357051,11.352600077566066,10.793956931546628,14.0,5.0,21.0,6.0,18.532138712197323,2.0,23.0,0,0,15907.0,1994.0
1994-06-09,5.4,25.1,15.995833333333332,16.7,16.0,5.0,2.9,10.3,6.1375,5.9,20.0,5.0,28.0,85.0,56.333333333333336,53.5,2.0,15.0,25.0,40.2,34.50000000000001,40.2,5.0,0.0,99.45,99.82,99.64375000000001,99.67,3.0,15.0,4.022227209680144,25.228665683400635,15.739004189893329,16.834478326761193,16.0,5.0,21.0,6.0,10.793956931546628,3.0,23.0,0,0,16357.0,1994.0
1994-06-10,9.2,21.6,16.245833333333334,17.0,12.0,4.0,1.7,7.8,5.0875,5.4,12.0,22.0,36.0,78.0,49.625,41.0,5.0,21.0,19.3,40.2,27.325000000000006,25.0,5.0,2.0,99.65,99.95,99.79166666666667,99.77000000000001,7.0,0.0,8.489479865156541,21.92748683670422,15.587726303809225,15.897359345033603,12.0,4.0,21.0,6.0,16.834478326761193,4.0,23.0,0,0,16392.0,1994.0
1994-06-13,14.1,23.0,18.874999999999996,19.5,15.0,3.0,12.7,18.8,15.820833333333331,16.5,14.0,3.0,72.0,91.0,82.66666666666667,82.5,3.0,15.0,6.4,32.2,18.850000000000005,19.3,20.0,11.0,98.79,99.35,99.09916666666665,99.14,4.0,17.0,16.732138712197326,28.713368333110022,23.42905887103335,24.417828537736685,15.0,3.0,22.0,6.0,22.34329592143471,0.0,24.0,0,0,17288.0,1994.0
1994-06-14,16.6,25.5,19.937499999999996,18.4,15.0,5.0,14.0,17.2,15.620833333333332,16.15,15.0,9.0,58.0,97.0,77.29166666666667,78.0,5.0,16.0,4.8,40.2,29.39166666666667,40.2,7.0,5.0,99.02,99.79,99.4420833333333,99.55,23.0,0.0,20.702954785535667,30.927768671591323,24.32235608942672,23.048649065833423,15.0,7.0,22.0,6.0,24.417828537736685,1.0,24.0,0,0,17580.0,1994.0
1994-06-15,16.0,27.0,21.23333333333333,20.7,13.0,5.0,14.0,20.3,17.087500000000002,17.5,12.0,0.0,64.0,90.0,77.79166666666667,79.5,5.0,15.0,6.4,12.9,8.500000000000002,8.0,0.0,7.0,99.82,100.09,99.99416666666669,100.005,8.0,0.0,19.602954785535665,34.48801552544017,26.658159718156853,26.341353791902854,13.0,5.0,22.0,6.0,23.048649065833423,2.0,24.0,0,0,19239.0,1994.0
1994-06-16,18.7,32.5,25.654166666666665,25.7,13.0,5.0,16.7,23.2,20.333333333333332,21.15,19.0,5.0,52.0,90.0,73.91666666666667,76.0,0.0,13.0,2.0,9.7,5.920833333333335,6.4,13.0,5.0,99.89,100.19,100.04458333333332,100.05,7.0,17.0,23.77986654281753,42.173007205203696,33.605428494687615,34.47669927865074,17.0,5.0,22.0,6.0,26.341353791902854,3.0,24.0,0,0,20468.0,1994.0
1994-06-17,21.7,32.8,27.762500000000003,27.799999999999997,17.0,4.0,18.4,21.3,20.016666666666662,20.200000000000003,8.0,20.0,45.0,91.0,64.79166666666667,60.0,4.0,16.0,4.8,25.0,17.51666666666667,19.3,21.0,5.0,99.75,100.09,99.94374999999998,99.95,7.0,19.0,29.353518870330916,40.20595943300789,35.361153056429394,35.29549655989554,17.0,4.0,22.0,6.0,34.47669927865074,4.0,24.0,0,0,20918.0,1994.0
1994-06-20,15.6,25.5,21.26666666666667,21.75,14.0,5.0,12.0,15.1,13.604166666666666,13.5,7.0,17.0,45.0,87.0,63.166666666666664,60.5,5.0,14.0,24.1,40.2,32.15416666666667,28.6,9.0,7.0,99.12,100.09,99.69208333333331,99.835,0.0,23.0,18.607638712820247,28.18658804922023,24.41212533237893,25.02593640379299,14.0,4.0,22.0,6.0,29.837563498817808,0.0,25.0,0,0,19313.0,1994.0
1994-06-21,18.8,31.3,24.204166666666666,23.5,14.0,5.0,5.8,20.6,13.275,14.3,9.0,18.0,24.0,89.0,55.125,51.5,7.0,16.0,4.8,40.2,24.829166666666666,24.55,12.0,7.0,98.66,99.02,98.79708333333333,98.775,0.0,14.0,20.141106334984862,34.61036772388766,27.487109241341326,26.6361804217058,10.0,23.0,22.0,6.0,25.02593640379299,1.0,25.0,0,0,19953.0,1994.0
1994-06-22,13.0,28.2,21.725000000000005,22.5,14.0,5.0,8.9,12.3,10.387500000000001,10.25,8.0,13.0,30.0,83.0,51.5,49.0,5.0,14.0,25.0,40.2,34.50000000000001,40.2,6.0,0.0,98.92,99.29,99.09625,99.105,7.0,19.0,14.371318521845014,29.265369961751915,23.193956508617365,24.41787336008135,16.0,5.0,22.0,6.0,26.6361804217058,2.0,25.0,0,0,18638.0,1994.0
1994-06-23,15.6,25.8,21.212499999999995,21.65,12.0,4.0,10.2,16.4,12.254166666666668,11.75,21.0,16.0,39.0,82.0,58.458333333333336,57.5,23.0,13.0,12.9,32.2,21.54166666666667,24.1,6.0,20.0,98.76,99.12,98.94833333333334,99.005,7.0,17.0,17.552997073106738,27.60362086819034,23.6447616795294,25.174728207957052,12.0,4.0,22.0,6.0,24.41787336008135,3.0,25.0,0,0,18408.0,1994.0
1994-06-24,14.5,18.2,16.029166666666665,15.95,1.0,14.0,14.0,16.2,15.049999999999995,14.9,6.0,13.0,81.0,99.0,93.95833333333333,95.0,14.0,1.0,4.0,19.3,10.20416666666667,9.7,0.0,5.0,97.79,98.66,98.23708333333336,98.28999999999999,0.0,22.0,18.102954785535665,22.27836098091519,20.03931193710112,19.81417673194168,0.0,14.0,22.0,6.0,25.174728207957052,4.0,25.0,0,0,16973.0,1994.0
1994-06-27,14.6,19.8,16.975,17.0,17.0,16.0,13.7,16.1,14.691666666666668,14.649999999999999,22.0,0.0,74.0,100.0,86.79166666666667,88.0,16.0,17.0,12.9,40.2,24.479166666666668,24.1,14.0,4.0,98.86,99.02,98.94083333333333,98.96,0.0,16.0,18.323678357637153,23.76940099074554,20.76352785535484,20.72438850856914,17.0,16.0,22.0,6.0,22.10780191447393,0.0,26.0,0,0,16894.0,1994.0
1994-06-28,17.3,24.6,20.45416666666667,20.1,16.0,2.0,14.0,16.4,15.012500000000005,15.0,16.0,0.0,57.0,86.0,71.75,73.0,2.0,18.0,19.3,40.2,32.82083333333333,40.2,6.0,20.0,98.66,98.96,98.85625000000003,98.89,7.0,23.0,20.843121089697085,29.47588081108247,24.43595036350428,24.16344637085976,16.0,4.0,22.0,6.0,20.72438850856914,1.0,26.0,0,0,17391.0,1994.0
1994-06-29,15.5,22.9,18.708333333333336,18.2,13.0,5.0,14.0,18.7,16.408333333333342,16.55,15.0,2.0,75.0,96.0,86.75,87.5,5.0,13.0,3.2,40.2,13.783333333333339,12.9,19.0,5.0,98.16,98.59,98.32500000000003,98.305,0.0,14.0,19.263139940403995,29.129155332099742,23.621959240432137,23.283026299603208,13.0,4.0,22.0,6.0,24.16344637085976,2.0,26.0,0,0,17465.0,1994.0
1994-06-30,16.1,22.5,18.679166666666667,17.75,12.0,22.0,13.0,17.0,15.554166666666662,16.200000000000003,16.0,21.0,68.0,96.0,82.45833333333333,80.5,6.0,12.0,9.7,40.2,22.15000000000001,24.1,12.0,6.0,98.29,99.39,98.77958333333333,98.72,23.0,0.0,18.896459342807372,27.375880811082467,23.030323527810058,22.410072624218714,12.0,22.0,22.0,6.0,23.283026299603208,3.0,26.0,1,0,17262.0,1994.0
1994-07-04,10.6,25.8,19.483333333333338,21.1,15.0,5.0,8.0,13.6,10.379166666666666,10.25,14.0,0.0,38.0,86.0,58.083333333333336,51.5,5.0,16.0,24.1,32.2,27.175,25.0,11.0,7.0,99.79,100.29,100.10208333333333,100.19,7.0,23.0,11.132518581737326,28.633976218741456,20.972115863607588,23.006456380091667,14.0,5.0,22.0,6.0,19.291737776518303,0.0,27.0,0,1,17387.0,1994.0
1994-07-05,17.9,31.0,24.220833333333335,24.5,15.0,4.0,13.0,21.4,18.654166666666665,20.2,11.0,1.0,55.0,92.0,72.20833333333333,72.5,6.0,15.0,6.4,32.2,21.920833333333334,24.1,12.0,8.0,99.32,99.69,99.44666666666667,99.42,0.0,9.0,22.184571848377697,39.24762853122219,30.87262630403524,32.23697068067119,15.0,3.0,22.0,6.0,23.006456380091667,1.0,27.0,0,0,19159.0,1994.0
1994-07-06,20.4,32.0,25.92916666666667,25.9,14.0,6.0,18.6,24.1,21.645833333333332,22.25,12.0,3.0,59.0,96.0,78.66666666666667,80.5,7.0,16.0,4.8,19.3,12.883333333333333,12.9,0.0,5.0,99.16,99.52,99.34916666666669,99.35,0.0,17.0,27.487917239362385,43.17510429965753,34.99028680391891,35.604694268573496,14.0,4.0,22.0,6.0,32.23697068067119,2.0,27.0,0,0,20196.0,1994.0
1994-07-07,20.7,29.5,24.58333333333334,24.55,15.0,4.0,18.7,22.4,20.549999999999997,20.65,18.0,2.0,62.0,96.0,78.91666666666667,80.0,5.0,15.0,8.0,24.1,14.762499999999998,12.9,9.0,4.0,99.35,99.55,99.43458333333335,99.45,22.0,1.0,27.465907483395082,38.27570312513553,32.63993868690297,32.96985187917838,15.0,4.0,22.0,6.0,35.604694268573496,3.0,27.0,0,0,19839.0,1994.0
1994-07-08,21.3,29.6,25.3875,25.25,14.0,5.0,19.1,22.9,21.083333333333332,21.7,23.0,3.0,65.0,94.0,77.875,76.5,23.0,18.0,6.4,19.3,10.533333333333333,9.7,20.0,8.0,99.19,99.55,99.40166666666669,99.49,0.0,17.0,28.423218894726197,39.48617510290029,33.92794659435038,34.0308368738291,14.0,6.0,22.0,6.0,32.96985187917838,4.0,27.0,0,0,20239.0,1994.0
1994-07-11,10.9,25.7,19.079166666666662,20.35,16.0,5.0,6.6,11.6,9.529166666666665,9.5,17.0,9.0,39.0,85.0,56.75,48.5,3.0,15.0,25.0,40.2,34.50000000000001,40.2,6.0,0.0,99.62,100.12,99.88541666666667,99.95,8.0,23.0,11.474285056395908,27.55311469660375,20.167065430680495,21.008104448571025,16.0,5.0,22.0,6.0,22.113155554955107,0.0,28.0,0,0,17035.0,1994.0
1994-07-12,17.0,29.5,23.620833333333334,24.05,17.0,1.0,8.9,20.4,16.729166666666668,18.5,19.0,1.0,54.0,79.0,65.91666666666667,65.0,5.0,16.0,16.1,32.2,22.258333333333336,21.700000000000003,9.0,13.0,99.12,99.59,99.26875000000001,99.24000000000001,0.0,16.0,17.786993701717773,36.536970680671196,28.96023943623197,30.83674798510701,18.0,1.0,21.0,6.0,21.008104448571025,1.0,28.0,0,0,18385.0,1994.0
1994-07-13,15.6,26.0,21.5125,21.15,11.0,23.0,10.3,18.6,13.612499999999997,13.1,1.0,23.0,40.0,93.0,62.875,60.0,4.0,14.0,9.7,40.2,30.54166666666667,32.2,6.0,4.0,99.29,99.89,99.61333333333334,99.65,22.0,0.0,17.018202280750874,28.79645934280737,24.776383789276498,25.879891906450958,11.0,23.0,21.0,6.0,30.83674798510701,2.0,28.0,0,0,17982.0,1994.0
1994-07-14,12.9,23.1,18.349999999999998,18.799999999999997,15.0,4.0,10.2,13.3,11.970833333333331,12.1,23.0,1.0,51.0,90.0,67.625,67.0,4.0,16.0,25.0,40.2,31.500000000000004,32.2,5.0,0.0,99.65,99.89,99.78666666666668,99.82,7.0,23.0,14.802906242482706,25.85188467078159,20.60641827614673,21.62515561119675,17.0,4.0,21.0,6.0,25.879891906450958,3.0,28.0,0,0,16686.0,1994.0
1994-07-15,17.0,25.8,20.695833333333333,20.35,15.0,5.0,13.3,20.0,16.45,16.799999999999997,14.0,0.0,60.0,86.0,77.0,77.5,8.0,17.0,4.8,25.0,16.095833333333335,19.3,0.0,13.0,99.29,99.62,99.43499999999999,99.42,0.0,15.0,20.36571083955856,33.12436403759608,25.692246466101363,25.58721840870208,15.0,5.0,21.0,6.0,21.62515561119675,4.0,28.0,0,0,17110.0,1994.0
1994-07-18,15.7,28.0,22.425,22.55,18.0,5.0,13.9,18.6,16.008333333333336,16.3,17.0,5.0,48.0,90.0,68.79166666666667,69.5,4.0,11.0,12.9,25.0,20.27083333333334,19.3,22.0,10.0,99.26,99.55,99.43124999999998,99.45,0.0,16.0,19.00726510170141,33.35863900300384,27.073115842049578,27.855017492603135,16.0,5.0,21.0,6.0,24.694429344589512,0.0,29.0,0,0,18812.0,1994.0
1994-07-19,16.8,30.1,24.40416666666667,25.25,15.0,5.0,11.4,16.7,14.912500000000001,15.35,3.0,13.0,34.0,94.0,59.083333333333336,51.5,5.0,13.0,6.4,40.2,27.420833333333334,25.0,9.0,5.0,99.45,99.85,99.63125000000001,99.65,23.0,3.0,21.27836098091519,33.99442934458951,28.35927541374319,29.329758934208108,17.0,5.0,21.0,6.0,27.855017492603135,1.0,29.0,0,0,19290.0,1994.0
1994-07-20,18.0,28.0,23.329166666666666,23.8,17.0,5.0,15.2,22.0,18.875,19.75,13.0,5.0,63.0,89.0,76.29166666666667,76.5,13.0,0.0,4.8,24.1,12.329166666666664,9.7,0.0,20.0,99.55,99.85,99.70708333333336,99.75,11.0,18.0,22.094429344589514,36.955687019005694,30.130212732315105,30.974813340238853,17.0,5.0,21.0,6.0,29.329758934208108,2.0,29.0,0,0,19203.0,1994.0
1994-07-21,21.6,30.9,26.075,26.35,16.0,3.0,18.5,23.0,20.529166666666665,20.45,8.0,14.0,48.0,92.0,73.33333333333333,77.0,6.0,16.0,1.6,24.1,9.925,8.0,17.0,6.0,98.86,99.55,99.23125,99.35499999999999,0.0,23.0,29.005959433007895,37.807787179158275,34.127505580553596,35.62667453413715,11.0,3.0,21.0,6.0,30.974813340238853,3.0,29.0,0,0,19777.0,1994.0
1994-07-22,20.2,27.8,23.691666666666666,23.0,13.0,19.0,18.6,21.6,20.241666666666667,20.35,8.0,13.0,57.0,95.0,82.0,87.5,4.0,13.0,4.0,24.1,11.870833333333335,11.3,13.0,3.0,98.69,98.86,98.79583333333333,98.805,0.0,15.0,26.810367723887666,34.48801552544017,31.48078540971829,31.37389130777003,14.0,19.0,21.0,6.0,35.62667453413715,4.0,29.0,0,0,19140.0,1994.0
1994-07-25,14.4,27.7,20.950000000000006,19.9,16.0,5.0,12.1,17.9,14.462499999999997,14.25,20.0,12.0,41.0,94.0,69.70833333333333,79.0,4.0,12.0,16.1,40.2,32.51666666666667,36.2,6.0,22.0,98.59,99.06,98.85041666666666,98.925,0.0,23.0,17.30763871282025,30.776890203170524,24.62281521118595,25.26544567470726,16.0,5.0,21.0,6.0,25.844660348679476,0.0,30.0,0,0,18357.0,1994.0
1994-07-26,14.8,22.5,18.816666666666666,18.25,13.0,5.0,8.7,15.9,13.258333333333335,14.4,0.0,19.0,46.0,97.0,71.95833333333333,71.5,5.0,19.0,12.9,40.2,29.33333333333334,36.2,8.0,0.0,98.56,99.02,98.72583333333331,98.725,23.0,2.0,16.905520129405485,25.657491750973982,21.836951822732896,22.114115674978585,10.0,23.0,21.0,6.0,25.26544567470726,1.0,30.0,0,0,17068.0,1994.0
1994-07-27,11.7,23.2,18.44166666666667,19.5,11.0,4.0,9.9,15.4,12.104166666666666,12.1,19.0,5.0,51.0,90.0,68.16666666666667,70.0,4.0,12.0,24.1,40.2,29.145833333333332,25.0,6.0,15.0,99.02,99.16,99.08749999999998,99.09,10.0,0.0,12.932355823177437,25.88658804922023,20.789648441149016,22.756918478017226,11.0,5.0,21.0,7.0,22.114115674978585,2.0,30.0,0,0,16609.0,1994.0
1994-07-28,15.3,23.0,18.770833333333336,17.8,13.0,23.0,14.0,16.9,14.874999999999998,14.7,14.0,10.0,61.0,93.0,78.83333333333333,81.5,23.0,12.0,11.3,32.2,19.541666666666675,19.3,13.0,15.0,99.02,99.52,99.25041666666664,99.26,23.0,3.0,18.783637057333753,27.47588081108247,22.672269646709733,21.473388498868875,15.0,23.0,21.0,7.0,22.756918478017226,3.0,30.0,0,0,16802.0,1994.0
1994-07-29,12.4,26.0,20.26666666666667,21.75,15.0,5.0,9.7,14.8,11.779166666666669,11.65,8.0,10.0,37.0,96.0,62.416666666666664,49.0,5.0,14.0,16.1,40.2,32.175000000000004,40.2,6.0,1.0,99.55,99.85,99.73708333333332,99.75,10.0,0.0,14.556384833553297,28.632138712197325,22.445597176808494,23.529654307867865,15.0,5.0,21.0,7.0,21.473388498868875,4.0,30.0,1,0,16988.0,1994.0
1994-08-02,17.5,23.9,20.758333333333333,20.25,14.0,23.0,16.6,19.1,18.0125,18.3,14.0,23.0,68.0,95.0,84.79166666666667,87.0,4.0,15.0,4.8,25.0,16.166666666666668,19.3,23.0,0.0,99.45,99.69,99.58833333333335,99.62,21.0,3.0,22.511478978884586,30.744340638114274,26.783784862211714,26.542437742066227,14.0,23.0,21.0,7.0,29.03435233785518,1.0,31.0,0,1,18153.0,1994.0
1994-08-03,15.6,26.6,21.11666666666667,21.5,16.0,4.0,12.4,18.3,15.729166666666671,15.65,23.0,14.0,44.0,97.0,74.16666666666667,73.5,0.0,14.0,9.7,32.2,20.804166666666664,16.1,13.0,22.0,99.39,99.72,99.59541666666668,99.65,8.0,19.0,19.50743133414982,30.675396489586337,25.57757363878071,26.88640741683961,17.0,4.0,21.0,7.0,26.542437742066227,2.0,31.0,0,0,18490.0,1994.0
1994-08-04,14.0,24.0,20.9875,21.5,9.0,23.0,12.0,21.8,19.008333333333336,19.55,10.0,23.0,82.0,96.0,88.625,88.0,12.0,14.0,0.8,32.2,13.487500000000002,8.0,14.0,12.0,98.66,99.39,98.92708333333336,98.905,0.0,13.0,16.259915687076592,32.93768260446509,27.869859858256234,28.89380278319233,10.0,23.0,21.0,7.0,26.88640741683961,3.0,31.0,0,0,18255.0,1994.0
1994-08-05,10.0,18.7,14.108333333333334,13.5,16.0,5.0,5.4,10.2,7.591666666666669,7.6,0.0,11.0,45.0,89.0,66.58333333333333,68.5,1.0,14.0,25.0,40.2,33.86666666666667,40.2,6.0,0.0,99.16,100.15,99.7641666666667,99.89,22.0,0.0,9.973968885046217,18.867941076835862,14.367237568619709,14.349402679274617,16.0,5.0,21.0,7.0,28.89380278319233,4.0,31.0,0,0,16160.0,1994.0
1994-08-08,12.1,26.4,19.9125,21.700000000000003,15.0,4.0,11.0,16.5,13.787500000000001,13.9,10.0,4.0,44.0,93.0,70.33333333333333,67.0,4.0,15.0,9.7,25.0,20.58333333333334,19.3,2.0,23.0,99.55,99.85,99.69791666666669,99.735,0.0,18.0,13.854423196920546,29.363723173173266,23.198665800512725,25.185202521052705,15.0,4.0,21.0,7.0,20.992201626259458,0.0,32.0,0,0,17795.0,1994.0
1994-08-09,14.7,19.0,16.65833333333333,16.65,0.0,23.0,9.6,17.6,13.220833333333333,12.55,3.0,23.0,69.0,96.0,80.5,76.5,2.0,14.0,4.0,40.2,27.3125,36.2,7.0,2.0,99.52,100.32,99.90125,99.89,22.0,2.0,15.795894867845632,24.327768671591322,19.68926476618763,19.41531577670698,1.0,23.0,21.0,7.0,25.185202521052705,1.0,32.0,0,0,16707.0,1994.0
1994-08-10,9.0,21.4,15.795833333333336,16.3,15.0,4.0,7.1,10.5,8.999999999999998,9.1,21.0,5.0,45.0,93.0,66.125,66.5,4.0,13.0,25.0,40.2,34.50000000000001,40.2,6.0,0.0,100.19,100.45,100.31291666666668,100.32,7.0,18.0,9.150838935390134,22.49589486784563,16.638234332881996,17.531286458445056,15.0,5.0,21.0,7.0,19.41531577670698,2.0,32.0,0,0,16350.0,1994.0
1994-08-11,13.0,20.5,17.22916666666666,18.4,16.0,0.0,10.2,14.8,12.762500000000001,12.850000000000001,22.0,0.0,64.0,88.0,75.58333333333333,74.5,4.0,14.0,19.3,40.2,28.75833333333333,32.2,14.0,22.0,100.02,100.25,100.14625,100.17,8.0,17.0,14.371318521845014,23.684571848377697,19.93127340009077,21.866205140411424,19.0,0.0,21.0,7.0,17.531286458445056,3.0,32.0,0,0,16498.0,1994.0
1994-08-12,16.0,21.8,19.22916666666667,19.55,14.0,6.0,14.0,16.9,15.225,15.2,23.0,15.0,64.0,96.0,78.33333333333333,77.0,23.0,14.0,8.0,19.3,14.625000000000002,16.1,0.0,22.0,99.65,100.19,99.96958333333333,100.035,5.0,23.0,19.7845718483777,25.91343988627649,23.34847472845016,23.771107053207658,18.0,6.0,21.0,7.0,21.866205140411424,4.0,32.0,0,0,16977.0,1994.0
1994-08-15,10.9,20.6,15.441666666666668,15.100000000000001,18.0,4.0,7.4,12.0,9.408333333333335,9.6,20.0,0.0,51.0,83.0,68.20833333333333,69.0,23.0,17.0,25.0,40.2,33.86666666666667,40.2,6.0,0.0,99.19,99.85,99.49249999999999,99.52,23.0,0.0,11.308744854074659,22.065369961751916,16.47225747718595,16.2878370787636,18.0,4.0,21.0,7.0,17.257176645998637,0.0,33.0,0,0,16616.0,1994.0
1994-08-16,10.5,22.9,17.358333333333334,19.0,15.0,6.0,8.7,14.7,11.979166666666666,12.75,13.0,6.0,57.0,90.0,71.875,66.5,2.0,16.0,19.3,32.2,23.21250000000001,24.1,10.0,1.0,99.79,100.02,99.89166666666665,99.89,8.0,17.0,11.201129431172625,26.623678357637154,19.672828190401074,21.35206624431603,15.0,6.0,21.0,7.0,16.2878370787636,1.0,33.0,0,0,16858.0,1994.0
